Station_ID,Station_Name,Sample_Date,Parameter_Code,Value_Flag,Value,Unit,Data_Quality
SRB00001,Bezdan,2018-08-01,BOD,,3.0,mg/l,Fair
SRB00001,Bezdan,2018-08-01,COD,,11.0,mg/l,Fair
SRB00001,Bezdan,2018-09-12,BOD,,2.6,mg/l,Fair
SRB00001,Bezdan,2018-09-12,COD,,17.0,mg/l,Fair
SRB00001,Bezdan,2018-10-03,BOD,,1.0,mg/l,Fair
SRB00001,Bezdan,2018-10-03,COD,,9.0,mg/l,Fair
SRB00001,Bezdan,2018-11-07,BOD,,1.7,mg/l,Fair
SRB00001,Bezdan,2018-11-07,COD,,8.0,mg/l,Fair
SRB00001,Bezdan,2018-12-05,BOD,,1.0,mg/l,Fair
SRB00001,Bezdan,2018-12-05,COD,,11.0,mg/l,Fair
SRB00001,Bezdan,2019-01-09,BOD,,1.0,mg/l,Fair
SRB00001,Bezdan,2019-01-09,COD,,13.0,mg/l,Fair
SRB00001,Bezdan,2019-02-06,BOD,,2.1,mg/l,Fair
SRB00001,Bezdan,2019-02-06,COD,,11.0,mg/l,Fair
SRB00001,Bezdan,2019-03-06,BOD,,1.7,mg/l,Fair
SRB00001,Bezdan,2019-03-06,COD,,9.0,mg/l,Fair
SRB00001,Bezdan,2019-04-03,BOD,,3.1,mg/l,Fair
SRB00001,Bezdan,2019-04-03,COD,,11.0,mg/l,Fair
SRB00001,Bezdan,2019-05-08,BOD,,1.3,mg/l,Fair
SRB00001,Bezdan,2019-05-08,COD,,7.0,mg/l,Fair
SRB00001,Bezdan,2019-06-05,BOD,,2.0,mg/l,Fair
SRB00001,Bezdan,2019-06-05,COD,,12.0,mg/l,Fair
SRB00001,Bezdan,2019-07-03,BOD,,1.0,mg/l,Fair
SRB00001,Bezdan,2019-07-03,COD,,11.0,mg/l,Fair
SRB00001,Bezdan,2019-08-07,BOD,,3.0,mg/l,Fair
SRB00001,Bezdan,2019-08-07,COD,,11.0,mg/l,Fair
SRB00001,Bezdan,2019-09-11,BOD,,1.2,mg/l,Fair
SRB00001,Bezdan,2019-09-11,COD,,15.0,mg/l,Fair
SRB00001,Bezdan,2019-10-02,BOD,,2.4,mg/l,Fair
SRB00001,Bezdan,2019-10-02,COD,,11.0,mg/l,Fair
SRB00001,Bezdan,2019-11-06,BOD,,1.8,mg/l,Fair
SRB00001,Bezdan,2019-11-06,COD,,7.0,mg/l,Fair
SRB00001,Bezdan,2019-12-04,BOD,,1.0,mg/l,Fair
SRB00001,Bezdan,2019-12-04,COD,,13.0,mg/l,Fair
SRB00001,Bezdan,2020-01-08,BOD,,1.2,mg/l,Fair
SRB00001,Bezdan,2020-02-05,BOD,,1.3,mg/l,Fair
SRB00001,Bezdan,2020-03-04,BOD,,1.3,mg/l,Fair
SRB00001,Bezdan,2020-05-06,BOD,,2.5,mg/l,Fair
SRB00001,Bezdan,2020-06-03,BOD,,1.5,mg/l,Fair
SRB00001,Bezdan,2020-07-08,BOD,,1.0,mg/l,Fair
SRB00001,Bezdan,2020-08-05,BOD,,1.1,mg/l,Fair
SRB00001,Bezdan,2020-09-09,BOD,,1.1,mg/l,Fair
SRB00001,Bezdan,2020-09-09,COD,,13.0,mg/l,Fair
SRB00001,Bezdan,2020-10-07,BOD,,1.0,mg/l,Fair
SRB00001,Bezdan,2020-10-07,COD,,12.0,mg/l,Fair
SRB00001,Bezdan,2020-11-04,BOD,,1.0,mg/l,Fair
SRB00001,Bezdan,2020-11-04,COD,,16.0,mg/l,Fair
SRB00001,Bezdan,2020-12-02,BOD,,1.4,mg/l,Fair
SRB00001,Bezdan,2020-12-02,COD,,16.0,mg/l,Fair
SRB00001,Bezdan,2021-01-13,BOD,,1.0,mg/l,Fair
SRB00001,Bezdan,2021-01-13,COD,,10.0,mg/l,Fair
SRB00001,Bezdan,2021-02-03,BOD,,2.1,mg/l,Fair
SRB00001,Bezdan,2021-02-03,COD,,10.0,mg/l,Fair
SRB00001,Bezdan,2021-03-03,BOD,,2.2,mg/l,Fair
SRB00001,Bezdan,2021-03-03,COD,,10.0,mg/l,Fair
SRB00001,Bezdan,2021-04-07,BOD,,3.0,mg/l,Fair
SRB00001,Bezdan,2021-04-07,COD,,12.0,mg/l,Fair
SRB00001,Bezdan,2021-05-05,BOD,,3.4,mg/l,Fair
SRB00001,Bezdan,2021-06-16,BOD,,1.0,mg/l,Fair
SRB00001,Bezdan,2021-07-07,BOD,,1.9,mg/l,Fair
SRB00001,Bezdan,2021-08-11,BOD,,1.7,mg/l,Fair
SRB00001,Bezdan,2021-09-08,BOD,,3.4,mg/l,Fair
SRB00001,Bezdan,2021-10-06,BOD,,1.2,mg/l,Fair
SRB00001,Bezdan,2021-11-03,BOD,,2.9,mg/l,Fair
SRB00001,Bezdan,2021-12-01,BOD,,1.9,mg/l,Fair
SRB00001,Bezdan,2022-01-05,BOD,,0.6,mg/l,Fair
SRB00001,Bezdan,2022-02-02,BOD,,2.4,mg/l,Fair
SRB00001,Bezdan,2022-03-02,BOD,,2.2,mg/l,Fair
SRB00001,Bezdan,2022-03-02,COD,,11.0,mg/l,Fair
SRB00001,Bezdan,2022-04-06,BOD,,4.2,mg/l,Fair
SRB00001,Bezdan,2022-05-04,BOD,,3.7,mg/l,Fair
SRB00001,Bezdan,2022-06-01,BOD,,3.3,mg/l,Fair
SRB00001,Bezdan,2022-07-06,BOD,,3.3,mg/l,Fair
SRB00001,Bezdan,2022-07-06,COD,,10.0,mg/l,Fair
SRB00001,Bezdan,2022-08-03,BOD,,2.1,mg/l,Fair
SRB00001,Bezdan,2022-08-03,COD,,11.0,mg/l,Fair
SRB00001,Bezdan,2022-09-14,BOD,,2.5,mg/l,Fair
SRB00001,Bezdan,2022-09-14,COD,,10.0,mg/l,Fair
SRB00001,Bezdan,2022-10-05,BOD,,2.3,mg/l,Fair
SRB00001,Bezdan,2022-10-05,COD,,10.0,mg/l,Fair
SRB00001,Bezdan,2022-11-02,BOD,,2.9,mg/l,Fair
SRB00001,Bezdan,2022-11-02,COD,,9.0,mg/l,Fair
SRB00001,Bezdan,2022-12-20,BOD,,0.6,mg/l,Fair
SRB00001,Bezdan,2022-12-20,COD,,10.0,mg/l,Fair
SRB00001,Bezdan,2023-01-11,BOD,,2.0,mg/l,Fair
SRB00001,Bezdan,2023-01-11,COD,,12.0,mg/l,Fair
SRB00001,Bezdan,2023-02-01,BOD,,1.7,mg/l,Fair
SRB00001,Bezdan,2023-02-01,COD,,11.0,mg/l,Fair
SRB00001,Bezdan,2023-03-01,BOD,,1.2,mg/l,Fair
SRB00001,Bezdan,2023-04-05,BOD,,3.4,mg/l,Fair
SRB00001,Bezdan,2023-04-05,COD,,13.0,mg/l,Fair
SRB00001,Bezdan,2023-05-03,BOD,,3.8,mg/l,Fair
SRB00001,Bezdan,2023-05-03,COD,,14.0,mg/l,Fair
SRB00001,Bezdan,2023-06-07,BOD,,1.2,mg/l,Fair
SRB00001,Bezdan,2023-06-07,COD,,13.0,mg/l,Fair
SRB00001,Bezdan,2023-07-05,BOD,,2.2,mg/l,Fair
SRB00001,Bezdan,2023-07-05,COD,,10.0,mg/l,Fair
SRB00001,Bezdan,2023-08-02,BOD,,1.9,mg/l,Fair
SRB00001,Bezdan,2023-08-02,COD,,9.0,mg/l,Fair
SRB00001,Bezdan,2023-09-13,BOD,,1.5,mg/l,Fair
SRB00001,Bezdan,2023-09-13,COD,,12.0,mg/l,Fair
SRB00001,Bezdan,2023-10-04,BOD,,1.5,mg/l,Fair
SRB00001,Bezdan,2023-10-04,COD,,11.0,mg/l,Fair
SRB00001,Bezdan,2023-11-08,BOD,,2.5,mg/l,Fair
SRB00001,Bezdan,2023-11-08,COD,,8.0,mg/l,Fair
SRB00001,Bezdan,2023-12-06,BOD,,3.6,mg/l,Fair
SRB00001,Bezdan,2023-12-06,COD,,11.0,mg/l,Fair
SRB00002,Novi Sad,2000-01-18,BOD,,2.6,mg/l,Fair
SRB00002,Novi Sad,2000-02-03,BOD,,3.0,mg/l,Fair
SRB00002,Novi Sad,2000-03-09,BOD,,2.5,mg/l,Fair
SRB00002,Novi Sad,2000-05-05,BOD,,2.5,mg/l,Fair
SRB00002,Novi Sad,2000-06-27,BOD,,4.8,mg/l,Fair
SRB00002,Novi Sad,2000-08-01,BOD,,5.7,mg/l,Fair
SRB00002,Novi Sad,2000-09-07,BOD,,3.3,mg/l,Fair
SRB00002,Novi Sad,2000-09-28,BOD,,2.7,mg/l,Fair
SRB00002,Novi Sad,2000-11-07,BOD,,2.1,mg/l,Fair
SRB00002,Novi Sad,2000-11-28,BOD,,2.0,mg/l,Fair
SRB00002,Novi Sad,2000-12-19,BOD,,2.7,mg/l,Fair
SRB00002,Novi Sad,2001-01-30,BOD,,2.7,mg/l,Fair
SRB00002,Novi Sad,2001-02-21,BOD,,2.4,mg/l,Fair
SRB00002,Novi Sad,2001-03-30,BOD,,2.1,mg/l,Fair
SRB00002,Novi Sad,2001-05-08,BOD,,2.5,mg/l,Fair
SRB00002,Novi Sad,2001-05-31,BOD,,4.0,mg/l,Fair
SRB00002,Novi Sad,2001-07-24,BOD,,1.8,mg/l,Fair
SRB00002,Novi Sad,2001-08-29,BOD,,4.0,mg/l,Fair
SRB00002,Novi Sad,2001-12-04,BOD,,1.4,mg/l,Fair
SRB00002,Novi Sad,2001-12-27,BOD,,2.2,mg/l,Fair
SRB00002,Novi Sad,2002-01-17,BOD,,3.1,mg/l,Fair
SRB00002,Novi Sad,2002-02-27,BOD,,2.0,mg/l,Fair
SRB00002,Novi Sad,2002-03-26,BOD,,3.7,mg/l,Fair
SRB00002,Novi Sad,2002-04-12,BOD,,3.2,mg/l,Fair
SRB00002,Novi Sad,2002-05-24,BOD,,3.8,mg/l,Fair
SRB00002,Novi Sad,2002-06-27,BOD,,5.3,mg/l,Fair
SRB00002,Novi Sad,2002-07-09,BOD,,5.0,mg/l,Fair
SRB00002,Novi Sad,2002-08-21,BOD,,4.2,mg/l,Fair
SRB00002,Novi Sad,2002-09-27,BOD,,2.5,mg/l,Fair
SRB00002,Novi Sad,2002-10-22,BOD,,2.0,mg/l,Fair
SRB00002,Novi Sad,2002-11-22,BOD,,1.9,mg/l,Fair
SRB00002,Novi Sad,2002-12-26,BOD,,2.4,mg/l,Fair
SRB00002,Novi Sad,2003-01-16,BOD,,2.3,mg/l,Fair
SRB00002,Novi Sad,2003-02-14,BOD,,2.2,mg/l,Fair
SRB00002,Novi Sad,2003-03-26,BOD,,3.4,mg/l,Fair
SRB00002,Novi Sad,2003-04-10,BOD,,4.9,mg/l,Fair
SRB00002,Novi Sad,2003-05-22,BOD,,4.3,mg/l,Fair
SRB00002,Novi Sad,2003-06-12,BOD,,5.1,mg/l,Fair
SRB00002,Novi Sad,2003-07-17,BOD,,5.9,mg/l,Fair
SRB00002,Novi Sad,2003-08-28,BOD,,3.5,mg/l,Fair
SRB00002,Novi Sad,2003-09-12,BOD,,2.3,mg/l,Fair
SRB00002,Novi Sad,2003-10-21,BOD,,3.2,mg/l,Fair
SRB00002,Novi Sad,2003-11-20,BOD,,2.5,mg/l,Fair
SRB00002,Novi Sad,2003-12-18,BOD,,2.6,mg/l,Fair
SRB00002,Novi Sad,2013-01-22,BOD,,2.2,mg/l,Fair
SRB00002,Novi Sad,2013-02-12,BOD,,2.4,mg/l,Fair
SRB00002,Novi Sad,2013-02-12,COD,,12.0,mg/l,Fair
SRB00002,Novi Sad,2013-03-14,BOD,,3.1,mg/l,Fair
SRB00002,Novi Sad,2013-03-14,COD,,10.0,mg/l,Fair
SRB00002,Novi Sad,2013-04-26,BOD,,2.7,mg/l,Fair
SRB00002,Novi Sad,2013-04-26,COD,,11.0,mg/l,Fair
SRB00002,Novi Sad,2013-05-21,BOD,,2.5,mg/l,Fair
SRB00002,Novi Sad,2013-05-21,COD,,7.0,mg/l,Fair
SRB00002,Novi Sad,2013-06-18,BOD,,2.3,mg/l,Fair
SRB00002,Novi Sad,2013-06-18,COD,,16.0,mg/l,Fair
SRB00002,Novi Sad,2013-07-31,BOD,,2.3,mg/l,Fair
SRB00002,Novi Sad,2013-07-31,COD,,7.0,mg/l,Fair
SRB00002,Novi Sad,2013-08-12,BOD,,3.1,mg/l,Fair
SRB00002,Novi Sad,2013-08-12,COD,,10.0,mg/l,Fair
SRB00002,Novi Sad,2013-09-25,BOD,,2.5,mg/l,Fair
SRB00002,Novi Sad,2013-09-25,COD,,10.0,mg/l,Fair
SRB00002,Novi Sad,2013-10-10,BOD,,2.1,mg/l,Fair
SRB00002,Novi Sad,2013-10-10,COD,,6.0,mg/l,Fair
SRB00002,Novi Sad,2013-11-21,BOD,,1.4,mg/l,Fair
SRB00002,Novi Sad,2013-11-21,COD,,9.0,mg/l,Fair
SRB00002,Novi Sad,2013-12-17,BOD,,2.3,mg/l,Fair
SRB00002,Novi Sad,2013-12-17,COD,,7.0,mg/l,Fair
SRB00002,Novi Sad,2014-01-28,BOD,,1.9,mg/l,Fair
SRB00002,Novi Sad,2014-01-28,COD,,5.0,mg/l,Fair
SRB00002,Novi Sad,2014-02-20,BOD,,3.0,mg/l,Fair
SRB00002,Novi Sad,2014-02-20,COD,,10.0,mg/l,Fair
SRB00002,Novi Sad,2014-03-28,BOD,,2.4,mg/l,Fair
SRB00002,Novi Sad,2014-03-28,COD,,9.0,mg/l,Fair
SRB00002,Novi Sad,2014-04-24,BOD,,2.8,mg/l,Fair
SRB00002,Novi Sad,2014-04-24,COD,,7.0,mg/l,Fair
SRB00002,Novi Sad,2014-05-23,BOD,,3.1,mg/l,Fair
SRB00002,Novi Sad,2014-05-23,COD,,9.0,mg/l,Fair
SRB00002,Novi Sad,2014-06-10,BOD,,2.5,mg/l,Fair
SRB00002,Novi Sad,2014-06-10,COD,,10.0,mg/l,Fair
SRB00002,Novi Sad,2014-07-18,BOD,,1.0,mg/l,Fair
SRB00002,Novi Sad,2014-08-08,BOD,,1.6,mg/l,Fair
SRB00002,Novi Sad,2014-09-30,BOD,,2.5,mg/l,Fair
SRB00002,Novi Sad,2014-10-09,BOD,,2.3,mg/l,Fair
SRB00002,Novi Sad,2014-11-18,BOD,,1.5,mg/l,Fair
SRB00002,Novi Sad,2014-12-25,BOD,,1.9,mg/l,Fair
SRB00002,Novi Sad,2015-01-16,BOD,,1.1,mg/l,Fair
SRB00002,Novi Sad,2015-01-16,COD,,10.0,mg/l,Fair
SRB00002,Novi Sad,2015-02-24,BOD,,1.9,mg/l,Fair
SRB00002,Novi Sad,2015-02-24,COD,,11.0,mg/l,Fair
SRB00002,Novi Sad,2015-03-17,BOD,,2.4,mg/l,Fair
SRB00002,Novi Sad,2015-04-07,BOD,,2.3,mg/l,Fair
SRB00002,Novi Sad,2015-05-12,BOD,,1.8,mg/l,Fair
SRB00002,Novi Sad,2015-06-18,BOD,,2.1,mg/l,Fair
SRB00002,Novi Sad,2015-07-21,BOD,,2.8,mg/l,Fair
SRB00002,Novi Sad,2015-08-18,BOD,,2.6,mg/l,Fair
