ActivityStartDate,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultDepthHeightMeasure/MeasureUnitCode,MonitoringLocationIdentifier,_name,_dist_km,ResultDetectionConditionText,ResultStatusIdentifier,ResultCommentText,source
2023-05-03,Phosphorus,0.0396,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-11-15,Phosphorus,0.0458,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-04-19,Phosphorus,0.1784,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-07-19,Phosphorus,0.0568,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-05-31,Phosphorus,0.05,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-12-06,Phosphorus,0.0503,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-05-17,Phosphorus,0.0691,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-08-16,Phosphorus,0.0641,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-10-04,Phosphorus,0.0671,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-04-05,Phosphorus,0.0462,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-08-02,Phosphorus,0.0576,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-07-05,Phosphorus,0.0516,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-06-14,Phosphorus,0.0476,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-07-04,Phosphorus,0.066,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-06-06,Phosphorus,0.0803,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-05-16,Phosphorus,0.0204,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-04-08,Phosphorus,0.0687,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-07-17,Phosphorus,0.1028,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-03-13,Phosphorus,0.0335,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-08-01,Phosphorus,0.0894,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-09-04,Phosphorus,0.0561,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-04-18,Phosphorus,0.0484,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-06-20,Phosphorus,0.0906,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-08-15,Phosphorus,0.0486,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-05-02,Phosphorus,0.0406,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-09-15,Phosphorus,0.0557,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-02-23,Phosphorus,0.0208,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-05-07,Phosphorus,0.0439,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-06-28,Phosphorus,0.0837,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-09-07,Phosphorus,0.0618,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-05-21,Phosphorus,0.0429,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-07-23,Phosphorus,0.0617,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-08-20,Phosphorus,0.1035,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-06-07,Phosphorus,0.0932,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-09-29,Phosphorus,0.0433,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-03-15,Phosphorus,0.0308,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-08-09,Phosphorus,0.0908,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-07-09,Phosphorus,0.0803,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-10-11,Phosphorus,0.0344,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-01-22,Phosphorus,0.0247,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-04-22,Phosphorus,0.0612,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-07-12,Phosphorus,0.0221,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-09-20,Phosphorus,0.0748,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-04-12,Phosphorus,0.044,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-08-23,Phosphorus,0.1334,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-05-24,Phosphorus,0.0855,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-07-26,Phosphorus,0.0209,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-04-26,Phosphorus,0.061,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-02-06,Phosphorus,0.042,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-06-28,Phosphorus,0.027,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-06-14,Phosphorus,0.1008,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-08-08,Phosphorus,0.0534,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-05-10,Phosphorus,0.0422,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-01-18,Phosphorus,0.0223,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-03-15,Phosphorus,0.0423,,,,,,,,,lag_MNPCA-S009-161_d-1
2024-06-09,Phosphorus,0.0652,,,,,,,,,lag_MNPCA-S009-161_d-1
2024-05-01,Phosphorus,0.0256,,,,,,,,,lag_MNPCA-S009-161_d-1
2024-07-02,Phosphorus,0.159,,,,,,,,,lag_MNPCA-S009-161_d-1
2024-04-17,Phosphorus,0.0524,,,,,,,,,lag_MNPCA-S009-161_d-1
2024-10-16,Phosphorus,0.027,,,,,,,,,lag_MNPCA-S009-161_d-1
2024-07-17,Phosphorus,0.1251,,,,,,,,,lag_MNPCA-S009-161_d-1
2024-07-30,Phosphorus,0.0565,,,,,,,,,lag_MNPCA-S009-161_d-1
2024-10-02,Phosphorus,0.0359,,,,,,,,,lag_MNPCA-S009-161_d-1
2024-01-03,Phosphorus,0.0682,,,,,,,,,lag_MNPCA-S009-161_d-1
2024-08-14,Phosphorus,0.0625,,,,,,,,,lag_MNPCA-S009-161_d-1
2024-02-19,Phosphorus,0.0509,,,,,,,,,lag_MNPCA-S009-161_d-1
2024-04-03,Phosphorus,0.0519,,,,,,,,,lag_MNPCA-S009-161_d-1
2024-05-15,Phosphorus,0.0628,,,,,,,,,lag_MNPCA-S009-161_d-1
2024-06-19,Phosphorus,0.1379,,,,,,,,,lag_MNPCA-S009-161_d-1
2024-03-13,Phosphorus,0.0512,,,,,,,,,lag_MNPCA-S009-161_d-1
2024-09-18,Phosphorus,0.0272,,,,,,,,,lag_MNPCA-S009-161_d-1
2024-09-04,Phosphorus,0.0617,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-09-14,Phosphorus,0.021,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-04-20,Phosphorus,0.073,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-11-16,Phosphorus,0.0208,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-07-06,Phosphorus,0.0619,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-05-18,Phosphorus,0.0771,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-10-19,Phosphorus,0.0204,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-08-31,Phosphorus,0.0568,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-03-16,Phosphorus,0.0451,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-07-20,Phosphorus,0.0641,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-10-05,Phosphorus,0.022,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-06-01,Phosphorus,0.0375,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-04-06,Phosphorus,0.0986,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-08-03,Phosphorus,0.033,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-11-30,Phosphorus,0.0323,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-01-12,Phosphorus,0.0229,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-08-17,Phosphorus,0.0354,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-11-02,Phosphorus,0.0191,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-06-15,Phosphorus,2.0986,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-05-04,Phosphorus,0.0183,,,,,,,,,lag_MNPCA-S009-161_d-1
2019-01-15,Dissolved oxygen (DO),15.6434,,,,,,,,,lag_MNPCA-S009-161_d-1
2019-05-01,Dissolved oxygen (DO),11.1111,,,,,,,,,lag_MNPCA-S009-161_d-1
2019-02-20,Dissolved oxygen (DO),12.9124,,,,,,,,,lag_MNPCA-S009-161_d-1
2019-06-05,Dissolved oxygen (DO),7.961,,,,,,,,,lag_MNPCA-S009-161_d-1
2019-09-18,Dissolved oxygen (DO),9.1795,,,,,,,,,lag_MNPCA-S009-161_d-1
2019-07-31,Dissolved oxygen (DO),7.6503,,,,,,,,,lag_MNPCA-S009-161_d-1
2019-04-17,Dissolved oxygen (DO),11.169,,,,,,,,,lag_MNPCA-S009-161_d-1
2019-06-19,Dissolved oxygen (DO),9.2923,,,,,,,,,lag_MNPCA-S009-161_d-1
2019-07-02,Dissolved oxygen (DO),7.5719,,,,,,,,,lag_MNPCA-S009-161_d-1
2019-05-15,Dissolved oxygen (DO),9.7672,,,,,,,,,lag_MNPCA-S009-161_d-1
2019-03-27,Dissolved oxygen (DO),14.001,,,,,,,,,lag_MNPCA-S009-161_d-1
2019-04-03,Dissolved oxygen (DO),11.62,,,,,,,,,lag_MNPCA-S009-161_d-1
2019-08-14,Dissolved oxygen (DO),8.25,,,,,,,,,lag_MNPCA-S009-161_d-1
2019-07-17,Dissolved oxygen (DO),8.2036,,,,,,,,,lag_MNPCA-S009-161_d-1
2019-09-04,Dissolved oxygen (DO),9.3165,,,,,,,,,lag_MNPCA-S009-161_d-1
2021-01-06,Dissolved oxygen (DO),14.7777,,,,,,,,,lag_MNPCA-S009-161_d-1
2021-06-16,Dissolved oxygen (DO),8.5489,,,,,,,,,lag_MNPCA-S009-161_d-1
2021-07-21,Dissolved oxygen (DO),9.5174,,,,,,,,,lag_MNPCA-S009-161_d-1
2021-03-03,Dissolved oxygen (DO),14.5776,,,,,,,,,lag_MNPCA-S009-161_d-1
2021-05-20,Dissolved oxygen (DO),8.2538,,,,,,,,,lag_MNPCA-S009-161_d-1
2021-08-04,Dissolved oxygen (DO),8.0127,,,,,,,,,lag_MNPCA-S009-161_d-1
2021-05-06,Dissolved oxygen (DO),13.0495,,,,,,,,,lag_MNPCA-S009-161_d-1
2021-09-01,Dissolved oxygen (DO),8.6296,,,,,,,,,lag_MNPCA-S009-161_d-1
2021-04-07,Dissolved oxygen (DO),9.6956,,,,,,,,,lag_MNPCA-S009-161_d-1
2021-06-30,Dissolved oxygen (DO),7.558,,,,,,,,,lag_MNPCA-S009-161_d-1
2021-06-02,Dissolved oxygen (DO),8.7884,,,,,,,,,lag_MNPCA-S009-161_d-1
2021-09-15,Dissolved oxygen (DO),10.731,,,,,,,,,lag_MNPCA-S009-161_d-1
2021-02-03,Dissolved oxygen (DO),14.0008,,,,,,,,,lag_MNPCA-S009-161_d-1
2021-08-18,Dissolved oxygen (DO),8.4917,,,,,,,,,lag_MNPCA-S009-161_d-1
2021-04-21,Dissolved oxygen (DO),11.8176,,,,,,,,,lag_MNPCA-S009-161_d-1
2020-09-30,Dissolved oxygen (DO),8.8578,,,,,,,,,lag_MNPCA-S009-161_d-1
2020-07-16,Dissolved oxygen (DO),9.2513,,,,,,,,,lag_MNPCA-S009-161_d-1
2020-09-16,Dissolved oxygen (DO),9.4783,,,,,,,,,lag_MNPCA-S009-161_d-1
2020-09-02,Dissolved oxygen (DO),8.9586,,,,,,,,,lag_MNPCA-S009-161_d-1
2020-07-01,Dissolved oxygen (DO),8.3561,,,,,,,,,lag_MNPCA-S009-161_d-1
2020-02-11,Dissolved oxygen (DO),14.4677,,,,,,,,,lag_MNPCA-S009-161_d-1
2020-06-17,Dissolved oxygen (DO),7.8602,,,,,,,,,lag_MNPCA-S009-161_d-1
2020-08-05,Dissolved oxygen (DO),8.3854,,,,,,,,,lag_MNPCA-S009-161_d-1
2020-03-11,Dissolved oxygen (DO),14.1005,,,,,,,,,lag_MNPCA-S009-161_d-1
2020-06-04,Dissolved oxygen (DO),8.8631,,,,,,,,,lag_MNPCA-S009-161_d-1
2020-08-19,Dissolved oxygen (DO),8.3442,,,,,,,,,lag_MNPCA-S009-161_d-1
2020-05-20,Dissolved oxygen (DO),9.5519,,,,,,,,,lag_MNPCA-S009-161_d-1
2016-05-12,Dissolved oxygen (DO),9.4792,,,,,,,,,lag_MNPCA-S009-161_d-1
2016-01-13,Dissolved oxygen (DO),17.1105,,,,,,,,,lag_MNPCA-S009-161_d-1
2016-06-09,Dissolved oxygen (DO),9.1315,,,,,,,,,lag_MNPCA-S009-161_d-1
2016-06-23,Dissolved oxygen (DO),7.0035,,,,,,,,,lag_MNPCA-S009-161_d-1
2016-07-28,Dissolved oxygen (DO),8.8091,,,,,,,,,lag_MNPCA-S009-161_d-1
2016-09-08,Dissolved oxygen (DO),8.1839,,,,,,,,,lag_MNPCA-S009-161_d-1
2016-04-14,Dissolved oxygen (DO),10.2937,,,,,,,,,lag_MNPCA-S009-161_d-1
2016-08-25,Dissolved oxygen (DO),8.337,,,,,,,,,lag_MNPCA-S009-161_d-1
2016-03-10,Dissolved oxygen (DO),10.9404,,,,,,,,,lag_MNPCA-S009-161_d-1
2016-07-14,Dissolved oxygen (DO),8.3466,,,,,,,,,lag_MNPCA-S009-161_d-1
2016-05-23,Dissolved oxygen (DO),8.2664,,,,,,,,,lag_MNPCA-S009-161_d-1
2016-04-28,Dissolved oxygen (DO),13.125,,,,,,,,,lag_MNPCA-S009-161_d-1
2016-09-22,Dissolved oxygen (DO),9.254,,,,,,,,,lag_MNPCA-S009-161_d-1
2016-02-17,Dissolved oxygen (DO),14.9544,,,,,,,,,lag_MNPCA-S009-161_d-1
2016-08-11,Dissolved oxygen (DO),8.2844,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-05-17,Dissolved oxygen (DO),10.4936,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-04-19,Dissolved oxygen (DO),11.4418,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-04-05,Dissolved oxygen (DO),14.7437,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-07-05,Dissolved oxygen (DO),7.6074,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-08-02,Dissolved oxygen (DO),6.7473,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-06-14,Dissolved oxygen (DO),8.1182,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-11-01,Dissolved oxygen (DO),12.9841,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-10-04,Dissolved oxygen (DO),8.1762,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-03-01,Dissolved oxygen (DO),13.967,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-09-06,Dissolved oxygen (DO),8.381,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-11-15,Dissolved oxygen (DO),10.8439,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-12-06,Dissolved oxygen (DO),13.0988,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-09-20,Dissolved oxygen (DO),9.1958,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-08-16,Dissolved oxygen (DO),8.3067,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-05-31,Dissolved oxygen (DO),7.1175,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-07-19,Dissolved oxygen (DO),6.9257,,,,,,,,,lag_MNPCA-S009-161_d-1
2023-05-03,Dissolved oxygen (DO),12.3045,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-07-23,Dissolved oxygen (DO),7.5484,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-01-22,Dissolved oxygen (DO),17.1542,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-10-26,Dissolved oxygen (DO),11.8585,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-09-15,Dissolved oxygen (DO),9.7255,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-04-22,Dissolved oxygen (DO),12.0021,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-08-20,Dissolved oxygen (DO),9.9826,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-05-21,Dissolved oxygen (DO),11.006,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-06-07,Dissolved oxygen (DO),8.5671,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-06-28,Dissolved oxygen (DO),7.5481,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-08-09,Dissolved oxygen (DO),5.4669,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-10-11,Dissolved oxygen (DO),9.9963,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-05-07,Dissolved oxygen (DO),8.9763,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-07-09,Dissolved oxygen (DO),2.2466,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-09-07,Dissolved oxygen (DO),7.0837,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-09-29,Dissolved oxygen (DO),9.2695,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-03-15,Dissolved oxygen (DO),15.9294,,,,,,,,,lag_MNPCA-S009-161_d-1
2015-02-23,Dissolved oxygen (DO),17.4885,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-02-13,Dissolved oxygen (DO),13.897,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-04-08,Dissolved oxygen (DO),15.1258,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-03-13,Dissolved oxygen (DO),14.742,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-08-15,Dissolved oxygen (DO),7.9922,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-09-04,Dissolved oxygen (DO),7.9832,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-09-24,Dissolved oxygen (DO),10.5421,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-10-02,Dissolved oxygen (DO),10.5342,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-04-18,Dissolved oxygen (DO),12.7817,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-06-20,Dissolved oxygen (DO),7.4661,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-08-01,Dissolved oxygen (DO),8.422,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-07-04,Dissolved oxygen (DO),8.1994,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-05-02,Dissolved oxygen (DO),10.5996,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-07-17,Dissolved oxygen (DO),7.6758,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-06-06,Dissolved oxygen (DO),8.8276,,,,,,,,,lag_MNPCA-S009-161_d-1
2018-05-16,Dissolved oxygen (DO),9.0141,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-05-10,Dissolved oxygen (DO),11.6724,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-06-28,Dissolved oxygen (DO),9.3641,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-08-23,Dissolved oxygen (DO),8.8888,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-01-18,Dissolved oxygen (DO),12.4075,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-05-24,Dissolved oxygen (DO),11.5422,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-03-15,Dissolved oxygen (DO),16.3282,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-04-26,Dissolved oxygen (DO),12.0339,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-09-20,Dissolved oxygen (DO),9.1652,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-04-12,Dissolved oxygen (DO),11.7124,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-06-14,Dissolved oxygen (DO),7.2226,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-07-12,Dissolved oxygen (DO),7.14,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-02-06,Dissolved oxygen (DO),14.549,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-08-08,Dissolved oxygen (DO),8.4577,,,,,,,,,lag_MNPCA-S009-161_d-1
2017-07-26,Dissolved oxygen (DO),7.8929,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-06-01,Dissolved oxygen (DO),8.9148,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-05-18,Dissolved oxygen (DO),8.9726,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-11-02,Dissolved oxygen (DO),8.3411,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-07-20,Dissolved oxygen (DO),8.3712,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-04-20,Dissolved oxygen (DO),13.2953,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-07-06,Dissolved oxygen (DO),7.9443,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-08-31,Dissolved oxygen (DO),8.4639,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-03-16,Dissolved oxygen (DO),12.7549,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-10-05,Dissolved oxygen (DO),9.5768,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-08-17,Dissolved oxygen (DO),8.7497,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-01-12,Dissolved oxygen (DO),14.5415,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-11-16,Dissolved oxygen (DO),13.1337,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-06-15,Dissolved oxygen (DO),7.4665,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-11-30,Dissolved oxygen (DO),16.61,,,,,,,,,lag_MNPCA-S009-161_d-1
2022-04-06,Dissolved oxygen (DO),12.6845,,,,,,,,,lag_MNPCA-S009-161_d-1
