"STATION","NAME","DATE","PRCP"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-05-01","0.56"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-05-02","0.10"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-05-06",
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-05-07","0.39"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-05-08","0.10"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-05-11","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-05-16","0.11"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-05-18","0.25"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-05-20","0.47"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-05-21","0.06"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-05-22","2.70"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-05-24","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-05-25","0.30"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-05-26","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-05-27","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-05-28","1.10"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-05-29","0.20"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-05-31","0.05"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-06-01","1.75"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-06-02","0.08"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-06-03","0.69"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-06-04","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-06-06","0.08"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-06-08","0.10"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-06-13",
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-06-16","1.47"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-06-18",
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-06-19","0.24"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-06-20","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-06-24",
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-06-25","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-06-27","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-06-28","1.15"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-06-29","0.20"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-06-30","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-01","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-02","0.34"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-03","0.03"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-04","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-05","0.73"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-06","0.17"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-07","0.03"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-08","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-09","0.02"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-10","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-13","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-14","0.76"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-15","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-16","0.25"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-18","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-19","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-22","1.17"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-23","0.14"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-24","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-29","0.21"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-07-31","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-01","0.78"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-02","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-04","0.05"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-05","0.07"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-06","1.43"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-07","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-08","0.06"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-09","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-10","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-11","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-13","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-15","1.05"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-16","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-17","0.06"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-18","0.02"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-19","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-27","1.75"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-28","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-29","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-08-30","0.78"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-09-01","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-09-03","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-09-05","0.10"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-09-06","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-09-07","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-09-08","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-09-09","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-09-10","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-09-11","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-09-15","0.02"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-09-19","0.06"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-09-20","0.24"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-09-21","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-09-22","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-09-25","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-09-29","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-10-19","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-10-22","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-10-25","0.35"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-10-31","0.46"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-11-01","0.74"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-11-02","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-11-03","0.01"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-11-04","0.50"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-11-05","0.05"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-11-06","0.22"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-11-11",
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-11-14","0.03"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-11-19","1.05"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-11-20","0.02"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-11-21","0.06"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-12-05",
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2024-12-11","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-03-15","0.43"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-03-28","0.02"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-03-29","0.04"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-03-30","1.70"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-04-12","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-04-14","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-04-15","0.04"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-04-18","0.40"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-04-21","0.97"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-04-22","0.04"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-04-27","0.16"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-04-28","0.55"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-04-29","0.26"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-05-02","0.30"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-05-03","0.03"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-05-16","0.50"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-05-20","0.93"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-05-21","1.63"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-05-28","0.07"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-06-03","0.24"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-06-04","0.67"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-06-08","0.15"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-06-09","0.09"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-06-13","1.70"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-06-14","0.03"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-06-16","0.05"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-06-17","0.33"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-06-18","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-06-19","0.03"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-06-20","0.05"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-06-26","2.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-06-27","0.92"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-06-29","0.02"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-06-30","0.42"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-07-05","0.22"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-07-06","0.14"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-07-08","0.60"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-07-09","0.00"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-07-12","0.07"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-07-16","0.75"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-07-17","0.57"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-07-24",
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-07-28","0.60"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-07-29","0.55"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-08-10","0.51"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-08-11","0.14"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-08-14","0.23"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-08-29",
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-09-03","0.32"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-09-05","0.42"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-09-08",
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-09-10","1.29"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-09-20","1.75"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-09-22","1.94"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-10-06","0.21"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-10-10","0.05"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-10-13","0.11"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-10-15","0.59"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-10-16","0.05"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-10-21","0.14"
"US1WIPC0045","PRESCOTT 4.8 E, WI US","2025-11-01","0.17"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-01","0.01"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-02","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-03","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-04","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-05","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-06","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-07","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-08","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-09","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-10","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-11","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-12","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-13","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-14","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-15","0.01"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-16","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-17","0.01"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-18","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-19","0.05"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-20","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-21","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-22","0.03"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-23","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-24","0.01"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-25","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-26","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-27","0.03"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-28","0.47"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-29","0.01"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-30","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-01-31","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-01","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-02","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-03","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-04","0.18"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-05","0.01"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-06","0.42"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-07","0.16"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-08","0.20"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-09","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-10","0.11"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-11","0.13"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-12","0.21"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-13","0.10"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-14","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-15","0.03"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-16","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-17","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-18","0.01"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-19","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-20","0.17"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-21","0.25"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-22","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-23","0.04"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-24","0.17"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-25","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-26","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-27","0.09"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-02-28","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-01","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-02","0.24"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-03","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-04","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-05","0.01"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-06","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-07","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-08","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-09","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-10","0.55"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-11","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-12","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-13","0.45"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-14","0.20"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-15","0.48"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-16","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-17","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-18","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-19","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-20","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-21","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-22","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-23","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-24","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-25","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-26","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-27","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-28","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-29","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-30","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-03-31","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-01","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-02","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-03","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-04","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-05","0.07"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-06","0.62"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-07","0.01"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-08","0.09"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-09","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-10","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-11","1.09"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-12","0.24"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-13","0.10"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-14","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-15","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-16","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-17","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-18","3.53"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-19","0.01"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-20","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-21","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-22","0.10"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-23","0.59"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-24","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-25","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-26","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-27","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-28","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-29","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-04-30","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-01","0.25"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-02","0.01"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-03","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-04","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-05","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-06","0.02"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-07","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-08","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-09","1.60"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-10","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-11","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-12","0.03"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-13","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-14","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-15","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-16","0.55"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-17","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-18","1.15"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-19","0.58"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-20","0.20"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-21","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-22","0.60"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-23","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-24","0.06"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-25","0.05"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-26","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-27","0.04"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-28","1.09"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-29","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-30","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-05-31","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-06-01","0.05"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-06-02","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-06-03","0.00"
"US1MNDK0104","HASTINGS 1.6 NW, MN US","2019-06-04","0.00"
