ActivityStartDate,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultDepthHeightMeasure/MeasureUnitCode,MonitoringLocationIdentifier,_name,_dist_km,ResultDetectionConditionText,ResultStatusIdentifier,ResultCommentText,source
2020-05-27,Phosphorus,0.122,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,original
2020-05-27,Phosphorus,0.006,mg/L,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,,Final,,original
2020-06-01,Phosphorus,0.055,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,original
2020-06-12,Phosphorus,0.067,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,original
2020-06-23,Phosphorus,,,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,Below Reporting Limit,Final,,original
2020-06-23,Phosphorus,,,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,Below Reporting Limit,Final,,original
2020-07-16,Phosphorus,,,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,Below Reporting Limit,Final,,original
2020-08-12,Phosphorus,0.006,mg/L,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,,Final,,original
2021-04-27,Dissolved oxygen (DO),12.1,mg/L,,MNPCA-S006-523,"MISSISSIPPI RIVER AT MILE POINT 839.1, DOWNSTREAM OF ROBERT ST. BRIDGE JUST OFF SHEPARD ROAD IN ST. PAUL, MN",0.2843632467568385,,Final,stream field measurements,original
2021-04-29,Phosphorus,,,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,Below Reporting Limit,Final,,original
2021-06-21,Phosphorus,0.006,mg/L,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,,Final,,original
2021-06-29,Dissolved oxygen (DO),5.58,mg/L,,MNPCA-S006-523,"MISSISSIPPI RIVER AT MILE POINT 839.1, DOWNSTREAM OF ROBERT ST. BRIDGE JUST OFF SHEPARD ROAD IN ST. PAUL, MN",0.2843632467568385,,Final,stream field measurements,original
2021-07-16,Phosphorus,,,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,Below Reporting Limit,Final,,original
2021-08-10,Phosphorus,0.005,mg/L,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,,Final,,original
2021-09-01,Phosphorus,,,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,Below Reporting Limit,Final,,original
2021-10-21,Dissolved oxygen (DO),9.64,mg/L,,MNPCA-S006-523,"MISSISSIPPI RIVER AT MILE POINT 839.1, DOWNSTREAM OF ROBERT ST. BRIDGE JUST OFF SHEPARD ROAD IN ST. PAUL, MN",0.2843632467568385,,Final,stream field measurements,original
2022-05-04,Phosphorus,,,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,Below Reporting Limit,Final,,original
2023-05-03,Phosphorus,,,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,Below Reporting Limit,Final,,original
2023-06-14,Dissolved oxygen (DO),8.11,mg/L,,MNPCA-S009-005,"MISSISSIPPI RIVER 2.1 MI NORTH WEST OF WEST ST PAUL, MN (RIVER MILE 841)",3.167440228310527,,Final,,original
2023-06-14,Dissolved oxygen (DO),8.03,mg/L,,MNPCA-S006-523,"MISSISSIPPI RIVER AT MILE POINT 839.1, DOWNSTREAM OF ROBERT ST. BRIDGE JUST OFF SHEPARD ROAD IN ST. PAUL, MN",0.2843632467568385,,Final,,original
2023-06-20,Phosphorus,0.028,mg/L,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,,Final,,original
2023-07-17,Phosphorus,0.005,mg/L,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,,Final,,original
2023-07-17,Dissolved oxygen (DO),7.93,mg/L,,MNPCA-S006-523,"MISSISSIPPI RIVER AT MILE POINT 839.1, DOWNSTREAM OF ROBERT ST. BRIDGE JUST OFF SHEPARD ROAD IN ST. PAUL, MN",0.2843632467568385,,Final,,original
2023-07-18,Dissolved oxygen (DO),8.6,mg/L,,MNPCA-S009-005,"MISSISSIPPI RIVER 2.1 MI NORTH WEST OF WEST ST PAUL, MN (RIVER MILE 841)",3.167440228310527,,Final,,original
2023-08-21,Dissolved oxygen (DO),8.0,mg/L,,MNPCA-S006-523,"MISSISSIPPI RIVER AT MILE POINT 839.1, DOWNSTREAM OF ROBERT ST. BRIDGE JUST OFF SHEPARD ROAD IN ST. PAUL, MN",0.2843632467568385,,Final,,original
2023-08-22,Dissolved oxygen (DO),7.63,mg/L,,MNPCA-S009-005,"MISSISSIPPI RIVER 2.1 MI NORTH WEST OF WEST ST PAUL, MN (RIVER MILE 841)",3.167440228310527,,Final,,original
2023-09-05,Dissolved oxygen (DO),7.62,mg/L,,MNPCA-S009-005,"MISSISSIPPI RIVER 2.1 MI NORTH WEST OF WEST ST PAUL, MN (RIVER MILE 841)",3.167440228310527,,Final,"Sunny, 11 mph S wind",original
2023-09-06,Dissolved oxygen (DO),6.16,mg/L,,MNPCA-S006-523,"MISSISSIPPI RIVER AT MILE POINT 839.1, DOWNSTREAM OF ROBERT ST. BRIDGE JUST OFF SHEPARD ROAD IN ST. PAUL, MN",0.2843632467568385,,Final,"Cloudy, 12 mph NW wind",original
2023-10-11,Dissolved oxygen (DO),10.45,mg/L,,MNPCA-S006-523,"MISSISSIPPI RIVER AT MILE POINT 839.1, DOWNSTREAM OF ROBERT ST. BRIDGE JUST OFF SHEPARD ROAD IN ST. PAUL, MN",0.2843632467568385,,Final,,original
2023-10-11,Dissolved oxygen (DO),10.49,mg/L,,MNPCA-S009-005,"MISSISSIPPI RIVER 2.1 MI NORTH WEST OF WEST ST PAUL, MN (RIVER MILE 841)",3.167440228310527,,Final,,original
2024-05-02,Phosphorus,,,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,Below Reporting Limit,Final,,original
2024-05-15,Dissolved oxygen (DO),9.08,mg/L,,MNPCA-S006-754,"MISSISSIPPI R JUST OFF SHEPARD RD AT RIVER MILE 842 IN ST. PAUL, MN",4.303702656485752,,Final,Swift moving water.,original
2024-05-23,Phosphorus,0.005,mg/L,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,,Final,,original
2024-06-12,Phosphorus,,,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,Below Reporting Limit,Final,,original
2024-07-22,Dissolved oxygen (DO),7.26,mg/L,,MNPCA-S006-735,"MISSISSIPPI R OFF CHILDS RD NR ST PAUL DT AIRPORT IN ST PAUL, MN",3.419584537937165,,Final,,original
2024-07-22,Dissolved oxygen (DO),7.69,mg/L,,MNPCA-S006-754,"MISSISSIPPI R JUST OFF SHEPARD RD AT RIVER MILE 842 IN ST. PAUL, MN",4.303702656485752,,Final,,original
2024-08-12,Dissolved oxygen (DO),8.65,mg/L,,MNPCA-S006-735,"MISSISSIPPI R OFF CHILDS RD NR ST PAUL DT AIRPORT IN ST PAUL, MN",3.419584537937165,,Final,,original
2024-08-12,Dissolved oxygen (DO),9.22,mg/L,,MNPCA-S006-754,"MISSISSIPPI R JUST OFF SHEPARD RD AT RIVER MILE 842 IN ST. PAUL, MN",4.303702656485752,,Final,,original
2024-09-30,Dissolved oxygen (DO),9.47,mg/L,,MNPCA-S006-735,"MISSISSIPPI R OFF CHILDS RD NR ST PAUL DT AIRPORT IN ST PAUL, MN",3.419584537937165,,Final,,original
2024-09-30,Dissolved oxygen (DO),8.79,mg/L,,MNPCA-S006-754,"MISSISSIPPI R JUST OFF SHEPARD RD AT RIVER MILE 842 IN ST. PAUL, MN",4.303702656485752,,Final,,original
2019-04-21,Phosphorus,0.0058,mg/L,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,,Final,,augmented_copy1_jitter-2d
2019-04-25,Phosphorus,0.008,mg/L,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,,Final,,augmented_copy2_jitter2d
2019-04-25,Phosphorus,0.0113,mg/L,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,,Final,,augmented_copy3_jitter2d
2019-05-08,Phosphorus,0.0677,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy1_jitter-1d
2019-05-08,Phosphorus,0.0717,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy2_jitter-1d
2019-05-08,Phosphorus,0.0687,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy3_jitter-1d
2019-05-12,Phosphorus,,,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,Below Reporting Limit,Final,,augmented_copy1_jitter-1d
2019-05-11,Phosphorus,,,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,Below Reporting Limit,Final,,augmented_copy2_jitter-2d
2019-05-16,Phosphorus,,,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,Below Reporting Limit,Final,,augmented_copy3_jitter3d
2019-05-15,Phosphorus,0.0424,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy1_jitter2d
2019-05-12,Phosphorus,0.0448,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy2_jitter-1d
2019-05-16,Phosphorus,0.0436,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy3_jitter3d
2019-05-19,Phosphorus,0.0628,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy1_jitter-3d
2019-05-20,Phosphorus,0.0615,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy2_jitter-2d
2019-05-25,Phosphorus,0.0634,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy3_jitter3d
2019-05-21,Phosphorus,0.0464,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy1_jitter-3d
2019-05-25,Phosphorus,0.0473,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy2_jitter1d
2019-05-21,Phosphorus,0.0422,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy3_jitter-3d
2019-06-02,Phosphorus,0.0067,mg/L,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,,Final,Sample disposed of early due to walk-in freezer malfunction,augmented_copy1_jitter-2d
2019-06-01,Phosphorus,0.0091,mg/L,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,,Final,Sample disposed of early due to walk-in freezer malfunction,augmented_copy2_jitter-3d
2019-06-03,Phosphorus,0.0093,mg/L,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,,Final,Sample disposed of early due to walk-in freezer malfunction,augmented_copy3_jitter-1d
2019-06-11,Phosphorus,0.0635,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,Sample disposed of early due to walk-in freezer malfunction,augmented_copy1_jitter-3d
2019-06-15,Phosphorus,0.0671,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,Sample disposed of early due to walk-in freezer malfunction,augmented_copy2_jitter1d
2019-06-11,Phosphorus,0.066,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,Sample disposed of early due to walk-in freezer malfunction,augmented_copy3_jitter-3d
2019-06-25,Phosphorus,0.0925,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,Sample disposed of early due to walk-in freezer malfunction,augmented_copy1_jitter1d
2019-06-22,Phosphorus,0.0898,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,Sample disposed of early due to walk-in freezer malfunction,augmented_copy2_jitter-2d
2019-06-26,Phosphorus,0.088,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,Sample disposed of early due to walk-in freezer malfunction,augmented_copy3_jitter2d
2019-06-29,Phosphorus,0.0907,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy1_jitter-2d
2019-06-29,Phosphorus,0.0879,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy2_jitter-2d
2019-06-29,Phosphorus,0.0897,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy3_jitter-2d
2019-06-30,Phosphorus,0.0931,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy1_jitter-1d
2019-07-03,Phosphorus,0.0894,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy2_jitter2d
2019-07-02,Phosphorus,0.0907,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy3_jitter1d
2019-07-01,Phosphorus,0.073,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy1_jitter-2d
2019-07-02,Phosphorus,0.0767,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy2_jitter-1d
2019-07-01,Phosphorus,0.0766,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy3_jitter-2d
2019-07-13,Phosphorus,0.013,mg/L,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,,Final,,augmented_copy1_jitter-2d
2019-07-13,Phosphorus,0.012,mg/L,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,,Final,,augmented_copy2_jitter-2d
2019-07-16,Phosphorus,0.0093,mg/L,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,,Final,,augmented_copy3_jitter1d
2019-07-24,Phosphorus,0.0926,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy1_jitter-2d
2019-07-28,Phosphorus,0.0937,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy2_jitter2d
2019-07-25,Phosphorus,0.0932,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy3_jitter-1d
2019-07-27,Phosphorus,0.0628,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy1_jitter-3d
2019-08-02,Phosphorus,0.0668,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy2_jitter3d
2019-07-29,Phosphorus,0.0626,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy3_jitter-1d
2019-08-09,Phosphorus,,,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,Below Reporting Limit,Final,,augmented_copy1_jitter2d
2019-08-06,Phosphorus,,,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,Below Reporting Limit,Final,,augmented_copy2_jitter-1d
2019-08-05,Phosphorus,,,,MNDA_PESTICIDE-LD00357,"MNDA WET PRECIPITATION MONITORING - ST PAUL - MRP, MISSISSIPPI R WET PRECIPITATION SITE ON ROOF OF 625 ROBERT ST N ST PAUL, MN",1.2054691814806413,Below Reporting Limit,Final,,augmented_copy3_jitter-2d
2019-08-09,Phosphorus,0.0636,mg/L,,MNDA_PESTICIDE-S005-395,"BATTLE CK, W OF US-61 AND 1 MI E OF THE MISSISSIPPI R",4.604633031568441,,Final,,augmented_copy1_jitter-3d
