Station_ID,Station_Name,Sample_Date,Parameter_Code,Value_Flag,Value,Unit,Data_Quality,source
SRB00001,Bezdan,2014-09-09,O2-Dis,,8.7522,mg/l,Fair,augmented_copy1_jitter-1d
SRB00001,Bezdan,2014-09-10,O2-Dis,,8.8,mg/l,Fair,original
SRB00001,Bezdan,2014-09-13,O2-Dis,,8.7945,mg/l,Fair,augmented_copy2_jitter+3d
SRB00001,Bezdan,2014-09-28,O2-Dis,,8.9942,mg/l,Fair,augmented_copy3_jitter-3d
SRB00001,Bezdan,2014-09-29,O2-Dis,,9.1782,mg/l,Fair,augmented_copy1_jitter-2d
SRB00001,Bezdan,2014-09-29,O2-Dis,,9.0786,mg/l,Fair,augmented_copy2_jitter-2d
SRB00001,Bezdan,2014-10-01,O2-Dis,,9.1,mg/l,Fair,original
SRB00001,Bezdan,2014-11-02,O2-Dis,,10.6325,mg/l,Fair,augmented_copy3_jitter-3d
SRB00001,Bezdan,2014-11-05,O2-Dis,,10.6,mg/l,Fair,original
SRB00001,Bezdan,2014-11-08,O2-Dis,,10.5272,mg/l,Fair,augmented_copy1_jitter+3d
SRB00001,Bezdan,2014-11-08,O2-Dis,,10.7573,mg/l,Fair,augmented_copy2_jitter+3d
SRB00001,Bezdan,2014-11-30,O2-Dis,,11.515,mg/l,Fair,augmented_copy2_jitter-3d
SRB00001,Bezdan,2014-12-01,O2-Dis,,11.467,mg/l,Fair,augmented_copy1_jitter-2d
SRB00001,Bezdan,2014-12-03,O2-Dis,,11.5,mg/l,Fair,original
SRB00001,Bezdan,2014-12-04,O2-Dis,,11.5497,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2015-01-13,O2-Dis,,12.1148,mg/l,Fair,augmented_copy3_jitter-1d
SRB00001,Bezdan,2015-01-14,O2-Dis,,12.2,mg/l,Fair,original
SRB00001,Bezdan,2015-01-15,O2-Dis,,12.1525,mg/l,Fair,augmented_copy1_jitter+1d
SRB00001,Bezdan,2015-01-15,O2-Dis,,12.2073,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2015-02-02,O2-Dis,,12.0812,mg/l,Fair,augmented_copy1_jitter-2d
SRB00001,Bezdan,2015-02-04,O2-Dis,,12.1,mg/l,Fair,original
SRB00001,Bezdan,2015-02-06,O2-Dis,,12.0794,mg/l,Fair,augmented_copy3_jitter+2d
SRB00001,Bezdan,2015-02-07,O2-Dis,,12.1872,mg/l,Fair,augmented_copy2_jitter+3d
SRB00001,Bezdan,2015-03-01,O2-Dis,,11.9797,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2015-03-02,O2-Dis,,11.9715,mg/l,Fair,augmented_copy2_jitter-2d
SRB00001,Bezdan,2015-03-03,O2-Dis,,12.0923,mg/l,Fair,augmented_copy3_jitter-1d
SRB00001,Bezdan,2015-03-04,O2-Dis,,12.0,mg/l,Fair,original
SRB00001,Bezdan,2015-03-29,O2-Dis,,11.8773,mg/l,Fair,augmented_copy2_jitter-3d
SRB00001,Bezdan,2015-03-30,O2-Dis,,11.962,mg/l,Fair,augmented_copy3_jitter-2d
SRB00001,Bezdan,2015-04-01,O2-Dis,,12.0,mg/l,Fair,original
SRB00001,Bezdan,2015-04-02,O2-Dis,,12.0219,mg/l,Fair,augmented_copy1_jitter+1d
SRB00001,Bezdan,2015-05-06,O2-Dis,,11.3,mg/l,Fair,original
SRB00001,Bezdan,2015-05-08,O2-Dis,,11.2649,mg/l,Fair,augmented_copy2_jitter+2d
SRB00001,Bezdan,2015-05-09,O2-Dis,,11.223,mg/l,Fair,augmented_copy1_jitter+3d
SRB00001,Bezdan,2015-05-09,O2-Dis,,11.3225,mg/l,Fair,augmented_copy3_jitter+3d
SRB00001,Bezdan,2015-05-31,O2-Dis,,9.5918,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2015-06-02,O2-Dis,,9.5757,mg/l,Fair,augmented_copy3_jitter-1d
SRB00001,Bezdan,2015-06-03,O2-Dis,,9.5,mg/l,Fair,original
SRB00001,Bezdan,2015-06-05,O2-Dis,,9.4885,mg/l,Fair,augmented_copy2_jitter+2d
SRB00001,Bezdan,2015-07-07,O2-Dis,,9.9026,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2015-07-08,O2-Dis,,9.9,mg/l,Fair,original
SRB00001,Bezdan,2015-07-09,O2-Dis,,9.8733,mg/l,Fair,augmented_copy1_jitter+1d
SRB00001,Bezdan,2015-07-11,O2-Dis,,9.8693,mg/l,Fair,augmented_copy3_jitter+3d
SRB00001,Bezdan,2015-08-02,O2-Dis,,10.1314,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2015-08-03,O2-Dis,,10.1018,mg/l,Fair,augmented_copy2_jitter-2d
SRB00001,Bezdan,2015-08-05,O2-Dis,,10.2,mg/l,Fair,original
SRB00001,Bezdan,2015-08-08,O2-Dis,,10.3741,mg/l,Fair,augmented_copy3_jitter+3d
SRB00001,Bezdan,2015-08-31,O2-Dis,,9.1549,mg/l,Fair,augmented_copy2_jitter-2d
SRB00001,Bezdan,2015-09-02,O2-Dis,,9.1,mg/l,Fair,original
SRB00001,Bezdan,2015-09-03,O2-Dis,,9.0064,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2015-09-04,O2-Dis,,8.8741,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2015-10-06,O2-Dis,,9.6456,mg/l,Fair,augmented_copy1_jitter-1d
SRB00001,Bezdan,2015-10-06,O2-Dis,,9.6428,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2015-10-06,O2-Dis,,9.5597,mg/l,Fair,augmented_copy3_jitter-1d
SRB00001,Bezdan,2015-10-07,O2-Dis,,9.6,mg/l,Fair,original
SRB00001,Bezdan,2015-11-10,O2-Dis,,11.011,mg/l,Fair,augmented_copy1_jitter-2d
SRB00001,Bezdan,2015-11-12,O2-Dis,,11.1,mg/l,Fair,original
SRB00001,Bezdan,2015-11-13,O2-Dis,,10.9875,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2015-11-14,O2-Dis,,11.0856,mg/l,Fair,augmented_copy2_jitter+2d
SRB00001,Bezdan,2015-11-30,O2-Dis,,11.42,mg/l,Fair,augmented_copy3_jitter-2d
SRB00001,Bezdan,2015-12-01,O2-Dis,,11.338,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2015-12-02,O2-Dis,,11.4,mg/l,Fair,original
SRB00001,Bezdan,2015-12-05,O2-Dis,,11.205,mg/l,Fair,augmented_copy1_jitter+3d
SRB00001,Bezdan,2016-01-12,O2-Dis,,12.5204,mg/l,Fair,augmented_copy1_jitter-1d
SRB00001,Bezdan,2016-01-13,O2-Dis,,12.5,mg/l,Fair,original
SRB00001,Bezdan,2016-01-15,O2-Dis,,12.5451,mg/l,Fair,augmented_copy2_jitter+2d
SRB00001,Bezdan,2016-01-15,O2-Dis,,12.5512,mg/l,Fair,augmented_copy3_jitter+2d
SRB00001,Bezdan,2016-01-31,O2-Dis,,13.2689,mg/l,Fair,augmented_copy3_jitter-3d
SRB00001,Bezdan,2016-02-01,O2-Dis,,13.079,mg/l,Fair,augmented_copy2_jitter-2d
SRB00001,Bezdan,2016-02-03,O2-Dis,,13.1,mg/l,Fair,original
SRB00001,Bezdan,2016-02-05,O2-Dis,,13.0318,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2016-03-01,O2-Dis,,11.7152,mg/l,Fair,augmented_copy3_jitter-1d
SRB00001,Bezdan,2016-03-02,O2-Dis,,11.6,mg/l,Fair,original
SRB00001,Bezdan,2016-03-04,O2-Dis,,11.4874,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2016-03-04,O2-Dis,,11.545,mg/l,Fair,augmented_copy2_jitter+2d
SRB00001,Bezdan,2016-04-03,O2-Dis,,13.0186,mg/l,Fair,augmented_copy2_jitter-3d
SRB00001,Bezdan,2016-04-06,O2-Dis,,12.9,mg/l,Fair,original
SRB00001,Bezdan,2016-04-08,O2-Dis,,12.8921,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2016-04-09,O2-Dis,,13.0015,mg/l,Fair,augmented_copy3_jitter+3d
SRB00001,Bezdan,2016-05-04,O2-Dis,,10.7,mg/l,Fair,original
SRB00001,Bezdan,2016-05-05,O2-Dis,,10.7626,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2016-05-06,O2-Dis,,10.7792,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2016-05-06,O2-Dis,,10.5639,mg/l,Fair,augmented_copy3_jitter+2d
SRB00001,Bezdan,2016-05-29,O2-Dis,,8.6227,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2016-05-30,O2-Dis,,8.7919,mg/l,Fair,augmented_copy3_jitter-2d
SRB00001,Bezdan,2016-06-01,O2-Dis,,8.7,mg/l,Fair,original
SRB00001,Bezdan,2016-06-02,O2-Dis,,8.5814,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2016-07-03,O2-Dis,,7.6768,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2016-07-06,O2-Dis,,7.7,mg/l,Fair,original
SRB00001,Bezdan,2016-07-07,O2-Dis,,7.583,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2016-07-09,O2-Dis,,7.6586,mg/l,Fair,augmented_copy2_jitter+3d
SRB00001,Bezdan,2016-08-01,O2-Dis,,7.5649,mg/l,Fair,augmented_copy1_jitter-2d
SRB00001,Bezdan,2016-08-02,O2-Dis,,7.4617,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2016-08-03,O2-Dis,,7.5,mg/l,Fair,original
SRB00001,Bezdan,2016-08-06,O2-Dis,,7.5488,mg/l,Fair,augmented_copy3_jitter+3d
SRB00001,Bezdan,2016-09-05,O2-Dis,,7.9702,mg/l,Fair,augmented_copy3_jitter-2d
SRB00001,Bezdan,2016-09-07,O2-Dis,,8.0,mg/l,Fair,original
SRB00001,Bezdan,2016-09-08,O2-Dis,,7.9348,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2016-09-10,O2-Dis,,8.0646,mg/l,Fair,augmented_copy1_jitter+3d
SRB00001,Bezdan,2016-10-03,O2-Dis,,9.0496,mg/l,Fair,augmented_copy2_jitter-2d
SRB00001,Bezdan,2016-10-03,O2-Dis,,8.9582,mg/l,Fair,augmented_copy3_jitter-2d
SRB00001,Bezdan,2016-10-05,O2-Dis,,9.1,mg/l,Fair,original
SRB00001,Bezdan,2016-10-08,O2-Dis,,9.0107,mg/l,Fair,augmented_copy1_jitter+3d
SRB00001,Bezdan,2016-10-30,O2-Dis,,10.6803,mg/l,Fair,augmented_copy3_jitter-3d
SRB00001,Bezdan,2016-11-02,O2-Dis,,10.7,mg/l,Fair,original
SRB00001,Bezdan,2016-11-04,O2-Dis,,10.5821,mg/l,Fair,augmented_copy2_jitter+2d
SRB00001,Bezdan,2016-11-05,O2-Dis,,10.716,mg/l,Fair,augmented_copy1_jitter+3d
SRB00001,Bezdan,2016-12-06,O2-Dis,,13.1536,mg/l,Fair,augmented_copy3_jitter-1d
SRB00001,Bezdan,2016-12-07,O2-Dis,,13.1,mg/l,Fair,original
SRB00001,Bezdan,2016-12-08,O2-Dis,,13.0742,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2016-12-10,O2-Dis,,13.2021,mg/l,Fair,augmented_copy1_jitter+3d
SRB00001,Bezdan,2017-01-08,O2-Dis,,13.667,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2017-01-10,O2-Dis,,13.6565,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2017-01-11,O2-Dis,,13.7,mg/l,Fair,original
SRB00001,Bezdan,2017-01-14,O2-Dis,,13.5741,mg/l,Fair,augmented_copy3_jitter+3d
SRB00001,Bezdan,2017-01-29,O2-Dis,,13.8539,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2017-01-29,O2-Dis,,13.8687,mg/l,Fair,augmented_copy3_jitter-3d
SRB00001,Bezdan,2017-01-31,O2-Dis,,13.9023,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2017-02-01,O2-Dis,,13.9,mg/l,Fair,original
SRB00001,Bezdan,2017-02-27,O2-Dis,,11.92,mg/l,Fair,augmented_copy3_jitter-2d
SRB00001,Bezdan,2017-03-01,O2-Dis,,11.9,mg/l,Fair,original
SRB00001,Bezdan,2017-03-02,O2-Dis,,12.0915,mg/l,Fair,augmented_copy1_jitter+1d
SRB00001,Bezdan,2017-03-03,O2-Dis,,11.8892,mg/l,Fair,augmented_copy2_jitter+2d
SRB00001,Bezdan,2017-04-02,O2-Dis,,10.9327,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2017-04-05,O2-Dis,,11.0,mg/l,Fair,original
SRB00001,Bezdan,2017-04-06,O2-Dis,,11.0337,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2017-04-08,O2-Dis,,11.0952,mg/l,Fair,augmented_copy2_jitter+3d
SRB00001,Bezdan,2017-04-30,O2-Dis,,10.85,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2017-05-02,O2-Dis,,10.8785,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2017-05-03,O2-Dis,,10.9,mg/l,Fair,original
SRB00001,Bezdan,2017-05-06,O2-Dis,,10.9424,mg/l,Fair,augmented_copy3_jitter+3d
SRB00001,Bezdan,2017-06-13,O2-Dis,,12.3585,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2017-06-13,O2-Dis,,12.2017,mg/l,Fair,augmented_copy3_jitter-1d
SRB00001,Bezdan,2017-06-14,O2-Dis,,12.2,mg/l,Fair,original
SRB00001,Bezdan,2017-06-16,O2-Dis,,12.3007,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2017-07-02,O2-Dis,,9.9218,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2017-07-04,O2-Dis,,9.815,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2017-07-04,O2-Dis,,9.9716,mg/l,Fair,augmented_copy3_jitter-1d
SRB00001,Bezdan,2017-07-05,O2-Dis,,9.8,mg/l,Fair,original
SRB00001,Bezdan,2017-07-31,O2-Dis,,8.3296,mg/l,Fair,augmented_copy2_jitter-2d
SRB00001,Bezdan,2017-08-02,O2-Dis,,8.2,mg/l,Fair,original
SRB00001,Bezdan,2017-08-04,O2-Dis,,8.2755,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2017-08-05,O2-Dis,,8.1581,mg/l,Fair,augmented_copy3_jitter+3d
SRB00001,Bezdan,2017-09-04,O2-Dis,,8.9159,mg/l,Fair,augmented_copy3_jitter-2d
SRB00001,Bezdan,2017-09-06,O2-Dis,,8.9,mg/l,Fair,original
SRB00001,Bezdan,2017-09-07,O2-Dis,,8.8951,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2017-09-08,O2-Dis,,9.0348,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2017-10-03,O2-Dis,,9.6441,mg/l,Fair,augmented_copy1_jitter-1d
SRB00001,Bezdan,2017-10-04,O2-Dis,,9.7,mg/l,Fair,original
SRB00001,Bezdan,2017-10-05,O2-Dis,,9.5919,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2017-10-07,O2-Dis,,9.697,mg/l,Fair,augmented_copy2_jitter+3d
SRB00001,Bezdan,2017-11-06,O2-Dis,,10.7868,mg/l,Fair,augmented_copy1_jitter-2d
SRB00001,Bezdan,2017-11-08,O2-Dis,,10.8,mg/l,Fair,original
SRB00001,Bezdan,2017-11-09,O2-Dis,,10.7762,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2017-11-11,O2-Dis,,10.5691,mg/l,Fair,augmented_copy2_jitter+3d
SRB00001,Bezdan,2017-12-10,O2-Dis,,12.1114,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2017-12-10,O2-Dis,,12.1887,mg/l,Fair,augmented_copy2_jitter-3d
SRB00001,Bezdan,2017-12-12,O2-Dis,,12.0841,mg/l,Fair,augmented_copy3_jitter-1d
SRB00001,Bezdan,2017-12-13,O2-Dis,,12.1,mg/l,Fair,original
SRB00001,Bezdan,2018-01-07,O2-Dis,,12.0592,mg/l,Fair,augmented_copy2_jitter-3d
SRB00001,Bezdan,2018-01-10,O2-Dis,,12.2,mg/l,Fair,original
SRB00001,Bezdan,2018-01-11,O2-Dis,,12.2981,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2018-01-12,O2-Dis,,12.1836,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2018-02-04,O2-Dis,,11.9696,mg/l,Fair,augmented_copy3_jitter-3d
SRB00001,Bezdan,2018-02-06,O2-Dis,,11.9208,mg/l,Fair,augmented_copy1_jitter-1d
SRB00001,Bezdan,2018-02-06,O2-Dis,,12.0468,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2018-02-07,O2-Dis,,12.0,mg/l,Fair,original
SRB00001,Bezdan,2018-03-04,O2-Dis,,13.0521,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2018-03-07,O2-Dis,,13.0,mg/l,Fair,original
SRB00001,Bezdan,2018-03-08,O2-Dis,,12.8681,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2018-03-09,O2-Dis,,13.0501,mg/l,Fair,augmented_copy3_jitter+2d
SRB00001,Bezdan,2018-04-01,O2-Dis,,12.6551,mg/l,Fair,augmented_copy2_jitter-3d
SRB00001,Bezdan,2018-04-04,O2-Dis,,12.6,mg/l,Fair,original
SRB00001,Bezdan,2018-04-06,O2-Dis,,12.5448,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2018-04-07,O2-Dis,,12.5101,mg/l,Fair,augmented_copy3_jitter+3d
SRB00001,Bezdan,2018-05-08,O2-Dis,,16.0261,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2018-05-09,O2-Dis,,16.2,mg/l,Fair,original
SRB00001,Bezdan,2018-05-10,O2-Dis,,16.0754,mg/l,Fair,augmented_copy1_jitter+1d
SRB00001,Bezdan,2018-05-10,O2-Dis,,16.1704,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2018-06-04,O2-Dis,,11.5225,mg/l,Fair,augmented_copy2_jitter-2d
SRB00001,Bezdan,2018-06-04,O2-Dis,,11.4276,mg/l,Fair,augmented_copy3_jitter-2d
SRB00001,Bezdan,2018-06-06,O2-Dis,,11.5,mg/l,Fair,original
SRB00001,Bezdan,2018-06-07,O2-Dis,,11.5184,mg/l,Fair,augmented_copy1_jitter+1d
SRB00001,Bezdan,2018-07-02,O2-Dis,,8.3426,mg/l,Fair,augmented_copy2_jitter-2d
