Station_ID,Station_Name,Sample_Date,Parameter_Code,Value_Flag,Value,Unit,Data_Quality,source
SRB00001,Bezdan,2001-01-13,BOD,,2.5803,mg/l,Fair,augmented_copy3_jitter+3d
SRB00001,Bezdan,2001-02-13,BOD,,3.547,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2001-02-14,BOD,,3.6,mg/l,Fair,original
SRB00001,Bezdan,2001-02-15,BOD,,3.593,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2001-02-17,BOD,,3.694,mg/l,Fair,augmented_copy1_jitter+3d
SRB00001,Bezdan,2001-03-26,BOD,,2.8142,mg/l,Fair,augmented_copy2_jitter-3d
SRB00001,Bezdan,2001-03-27,BOD,,2.8039,mg/l,Fair,augmented_copy1_jitter-2d
SRB00001,Bezdan,2001-03-27,BOD,,2.6802,mg/l,Fair,augmented_copy3_jitter-2d
SRB00001,Bezdan,2001-03-29,BOD,,2.8,mg/l,Fair,original
SRB00001,Bezdan,2001-04-09,BOD,,2.0043,mg/l,Fair,augmented_copy3_jitter-2d
SRB00001,Bezdan,2001-04-11,BOD,,2.0,mg/l,Fair,original
SRB00001,Bezdan,2001-04-13,BOD,,1.8899,mg/l,Fair,augmented_copy2_jitter+2d
SRB00001,Bezdan,2001-04-14,BOD,,1.9817,mg/l,Fair,augmented_copy1_jitter+3d
SRB00001,Bezdan,2001-05-06,BOD,,4.0545,mg/l,Fair,augmented_copy2_jitter-3d
SRB00001,Bezdan,2001-05-06,BOD,,4.0478,mg/l,Fair,augmented_copy3_jitter-3d
SRB00001,Bezdan,2001-05-09,BOD,,4.0,mg/l,Fair,original
SRB00001,Bezdan,2001-05-11,BOD,,3.9699,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2001-06-10,BOD,,2.3133,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2001-06-10,BOD,,2.3637,mg/l,Fair,augmented_copy3_jitter-3d
SRB00001,Bezdan,2001-06-13,BOD,,2.3,mg/l,Fair,original
SRB00001,Bezdan,2001-06-14,BOD,,2.3029,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2001-07-08,BOD,,2.6368,mg/l,Fair,augmented_copy3_jitter-3d
SRB00001,Bezdan,2001-07-10,BOD,,2.7133,mg/l,Fair,augmented_copy1_jitter-1d
SRB00001,Bezdan,2001-07-11,BOD,,2.7,mg/l,Fair,original
SRB00001,Bezdan,2001-07-12,BOD,,2.7252,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2001-08-07,BOD,,4.931,mg/l,Fair,augmented_copy3_jitter-1d
SRB00001,Bezdan,2001-08-08,BOD,,4.9,mg/l,Fair,original
SRB00001,Bezdan,2001-08-10,BOD,,4.8725,mg/l,Fair,augmented_copy2_jitter+2d
SRB00001,Bezdan,2001-08-11,BOD,,4.93,mg/l,Fair,augmented_copy1_jitter+3d
SRB00001,Bezdan,2001-09-10,BOD,,1.0742,mg/l,Fair,augmented_copy3_jitter-2d
SRB00001,Bezdan,2001-09-11,BOD,,1.1415,mg/l,Fair,augmented_copy1_jitter-1d
SRB00001,Bezdan,2001-09-12,BOD,,1.1,mg/l,Fair,original
SRB00001,Bezdan,2001-09-13,BOD,,1.1668,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2001-10-09,BOD,,2.5666,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2001-10-09,BOD,,2.6035,mg/l,Fair,augmented_copy3_jitter-1d
SRB00001,Bezdan,2001-10-10,BOD,,2.6,mg/l,Fair,original
SRB00001,Bezdan,2001-10-12,BOD,,2.5924,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2001-11-11,BOD,,2.3388,mg/l,Fair,augmented_copy2_jitter-3d
SRB00001,Bezdan,2001-11-14,BOD,,2.3,mg/l,Fair,original
SRB00001,Bezdan,2001-11-15,BOD,,2.3225,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2001-11-17,BOD,,2.2578,mg/l,Fair,augmented_copy1_jitter+3d
SRB00001,Bezdan,2001-12-10,BOD,,1.1267,mg/l,Fair,augmented_copy3_jitter-2d
SRB00001,Bezdan,2001-12-11,BOD,,1.242,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2001-12-12,BOD,,1.2,mg/l,Fair,original
SRB00001,Bezdan,2001-12-14,BOD,,1.1997,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2002-01-13,BOD,,3.6567,mg/l,Fair,augmented_copy2_jitter-3d
SRB00001,Bezdan,2002-01-15,BOD,,3.5326,mg/l,Fair,augmented_copy1_jitter-1d
SRB00001,Bezdan,2002-01-16,BOD,,3.6,mg/l,Fair,original
SRB00001,Bezdan,2002-01-17,BOD,,3.5699,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2002-02-13,BOD,,2.3,mg/l,Fair,original
SRB00001,Bezdan,2002-02-14,BOD,,2.3158,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2002-02-14,BOD,,2.2959,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2002-02-15,BOD,,2.3239,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2002-03-11,BOD,,2.245,mg/l,Fair,augmented_copy1_jitter-2d
SRB00001,Bezdan,2002-03-13,BOD,,2.2,mg/l,Fair,original
SRB00001,Bezdan,2002-03-14,BOD,,2.1763,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2002-03-15,BOD,,2.2006,mg/l,Fair,augmented_copy3_jitter+2d
SRB00001,Bezdan,2002-04-07,BOD,,2.7056,mg/l,Fair,augmented_copy2_jitter-3d
SRB00001,Bezdan,2002-04-10,BOD,,2.6,mg/l,Fair,original
SRB00001,Bezdan,2002-04-11,BOD,,2.6096,mg/l,Fair,augmented_copy1_jitter+1d
SRB00001,Bezdan,2002-04-13,BOD,,2.5617,mg/l,Fair,augmented_copy3_jitter+3d
SRB00001,Bezdan,2002-05-12,BOD,,3.4462,mg/l,Fair,augmented_copy3_jitter-3d
SRB00001,Bezdan,2002-05-15,BOD,,3.4,mg/l,Fair,original
SRB00001,Bezdan,2002-05-17,BOD,,3.397,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2002-05-18,BOD,,3.4586,mg/l,Fair,augmented_copy2_jitter+3d
SRB00001,Bezdan,2002-06-11,BOD,,3.3687,mg/l,Fair,augmented_copy1_jitter-1d
SRB00001,Bezdan,2002-06-12,BOD,,3.4,mg/l,Fair,original
SRB00001,Bezdan,2002-06-13,BOD,,3.4059,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2002-06-14,BOD,,3.4409,mg/l,Fair,augmented_copy3_jitter+2d
SRB00001,Bezdan,2002-07-07,BOD,,6.9416,mg/l,Fair,augmented_copy3_jitter-3d
SRB00001,Bezdan,2002-07-10,BOD,,7.0,mg/l,Fair,original
SRB00001,Bezdan,2002-07-12,BOD,,6.9232,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2002-07-13,BOD,,7.0026,mg/l,Fair,augmented_copy2_jitter+3d
SRB00001,Bezdan,2002-08-11,BOD,,1.4598,mg/l,Fair,augmented_copy2_jitter-3d
SRB00001,Bezdan,2002-08-14,BOD,,1.5,mg/l,Fair,original
SRB00001,Bezdan,2002-08-15,BOD,,1.5169,mg/l,Fair,augmented_copy1_jitter+1d
SRB00001,Bezdan,2002-08-16,BOD,,1.4913,mg/l,Fair,augmented_copy3_jitter+2d
SRB00001,Bezdan,2002-09-08,BOD,,1.2565,mg/l,Fair,augmented_copy3_jitter-3d
SRB00001,Bezdan,2002-09-09,BOD,,1.3474,mg/l,Fair,augmented_copy1_jitter-2d
SRB00001,Bezdan,2002-09-11,BOD,,1.3,mg/l,Fair,original
SRB00001,Bezdan,2002-09-13,BOD,,1.3288,mg/l,Fair,augmented_copy2_jitter+2d
SRB00001,Bezdan,2002-10-07,BOD,,1.9618,mg/l,Fair,augmented_copy1_jitter-2d
SRB00001,Bezdan,2002-10-08,BOD,,2.0346,mg/l,Fair,augmented_copy3_jitter-1d
SRB00001,Bezdan,2002-10-09,BOD,,2.0,mg/l,Fair,original
SRB00001,Bezdan,2002-10-10,BOD,,2.0101,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2002-11-12,BOD,,2.7557,mg/l,Fair,augmented_copy1_jitter-1d
SRB00001,Bezdan,2002-11-13,BOD,,2.8,mg/l,Fair,original
SRB00001,Bezdan,2002-11-14,BOD,,2.731,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2002-11-15,BOD,,2.7986,mg/l,Fair,augmented_copy2_jitter+2d
SRB00001,Bezdan,2003-01-12,BOD,,2.3685,mg/l,Fair,augmented_copy2_jitter-3d
SRB00001,Bezdan,2003-01-15,BOD,,2.3,mg/l,Fair,original
SRB00001,Bezdan,2003-01-16,BOD,,2.2956,mg/l,Fair,augmented_copy1_jitter+1d
SRB00001,Bezdan,2003-01-18,BOD,,2.295,mg/l,Fair,augmented_copy3_jitter+3d
SRB00001,Bezdan,2003-02-09,BOD,,2.5388,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2003-02-12,BOD,,2.5,mg/l,Fair,original
SRB00001,Bezdan,2003-02-15,BOD,,2.5948,mg/l,Fair,augmented_copy2_jitter+3d
SRB00001,Bezdan,2003-02-15,BOD,,2.5093,mg/l,Fair,augmented_copy3_jitter+3d
SRB00001,Bezdan,2003-03-25,BOD,,4.8668,mg/l,Fair,augmented_copy3_jitter-1d
SRB00001,Bezdan,2003-03-26,BOD,,4.9,mg/l,Fair,original
SRB00001,Bezdan,2003-03-27,BOD,,4.926,mg/l,Fair,augmented_copy1_jitter+1d
SRB00001,Bezdan,2003-03-28,BOD,,4.9152,mg/l,Fair,augmented_copy2_jitter+2d
SRB00001,Bezdan,2003-04-07,BOD,,3.2665,mg/l,Fair,augmented_copy3_jitter-2d
SRB00001,Bezdan,2003-04-09,BOD,,3.2,mg/l,Fair,original
SRB00001,Bezdan,2003-04-12,BOD,,3.1639,mg/l,Fair,augmented_copy1_jitter+3d
SRB00001,Bezdan,2003-04-12,BOD,,3.2348,mg/l,Fair,augmented_copy2_jitter+3d
SRB00001,Bezdan,2003-05-14,BOD,,5.0,mg/l,Fair,original
SRB00001,Bezdan,2003-05-15,BOD,,4.9809,mg/l,Fair,augmented_copy1_jitter+1d
SRB00001,Bezdan,2003-05-15,BOD,,5.0196,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2003-05-16,BOD,,4.946,mg/l,Fair,augmented_copy3_jitter+2d
SRB00001,Bezdan,2003-06-10,BOD,,3.579,mg/l,Fair,augmented_copy1_jitter-1d
SRB00001,Bezdan,2003-06-11,BOD,,3.7,mg/l,Fair,original
SRB00001,Bezdan,2003-06-12,BOD,,3.6681,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2003-06-12,BOD,,3.7267,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2003-07-08,BOD,,5.4567,mg/l,Fair,augmented_copy3_jitter-1d
SRB00001,Bezdan,2003-07-09,BOD,,5.5,mg/l,Fair,original
SRB00001,Bezdan,2003-07-11,BOD,,5.5184,mg/l,Fair,augmented_copy2_jitter+2d
SRB00001,Bezdan,2003-07-12,BOD,,5.5044,mg/l,Fair,augmented_copy1_jitter+3d
SRB00001,Bezdan,2003-08-13,BOD,,4.7,mg/l,Fair,original
SRB00001,Bezdan,2003-08-15,BOD,,4.6709,mg/l,Fair,augmented_copy2_jitter+2d
SRB00001,Bezdan,2003-08-16,BOD,,4.6967,mg/l,Fair,augmented_copy1_jitter+3d
SRB00001,Bezdan,2003-08-16,BOD,,4.7042,mg/l,Fair,augmented_copy3_jitter+3d
SRB00001,Bezdan,2003-09-07,BOD,,1.6737,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2003-09-07,BOD,,1.6207,mg/l,Fair,augmented_copy3_jitter-3d
SRB00001,Bezdan,2003-09-09,BOD,,1.6344,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2003-09-10,BOD,,1.6,mg/l,Fair,original
SRB00001,Bezdan,2003-10-05,BOD,,1.0157,mg/l,Fair,augmented_copy2_jitter-3d
SRB00001,Bezdan,2003-10-08,BOD,,1.0,mg/l,Fair,original
SRB00001,Bezdan,2003-10-11,BOD,,0.9971,mg/l,Fair,augmented_copy1_jitter+3d
SRB00001,Bezdan,2003-10-11,BOD,,1.0428,mg/l,Fair,augmented_copy3_jitter+3d
SRB00001,Bezdan,2003-11-12,BOD,,2.1,mg/l,Fair,original
SRB00001,Bezdan,2003-11-13,BOD,,2.1275,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2003-11-13,BOD,,2.0601,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2003-11-14,BOD,,2.1989,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2003-12-08,BOD,,1.8154,mg/l,Fair,augmented_copy1_jitter-2d
SRB00001,Bezdan,2003-12-08,BOD,,1.7964,mg/l,Fair,augmented_copy2_jitter-2d
SRB00001,Bezdan,2003-12-10,BOD,,1.8,mg/l,Fair,original
SRB00001,Bezdan,2003-12-12,BOD,,1.769,mg/l,Fair,augmented_copy3_jitter+2d
SRB00001,Bezdan,2013-01-06,BOD,,1.9041,mg/l,Fair,augmented_copy3_jitter-3d
SRB00001,Bezdan,2013-01-07,BOD,,1.7641,mg/l,Fair,augmented_copy1_jitter-2d
SRB00001,Bezdan,2013-01-09,BOD,,1.8,mg/l,Fair,original
SRB00001,Bezdan,2013-01-12,BOD,,1.8792,mg/l,Fair,augmented_copy2_jitter+3d
SRB00001,Bezdan,2013-02-03,BOD,,1.4221,mg/l,Fair,augmented_copy2_jitter-3d
SRB00001,Bezdan,2013-02-03,BOD,,1.4839,mg/l,Fair,augmented_copy3_jitter-3d
SRB00001,Bezdan,2013-02-04,BOD,,1.3868,mg/l,Fair,augmented_copy1_jitter-2d
SRB00001,Bezdan,2013-02-06,BOD,,1.5,mg/l,Fair,original
SRB00001,Bezdan,2013-03-03,BOD,,1.1018,mg/l,Fair,augmented_copy3_jitter-3d
SRB00001,Bezdan,2013-03-05,BOD,,0.9323,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2013-03-06,BOD,,1.0,mg/l,Fair,original
SRB00001,Bezdan,2013-03-08,BOD,,1.0074,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2013-04-01,BOD,,3.3421,mg/l,Fair,augmented_copy2_jitter-2d
SRB00001,Bezdan,2013-04-02,BOD,,3.4176,mg/l,Fair,augmented_copy1_jitter-1d
SRB00001,Bezdan,2013-04-03,BOD,,3.4,mg/l,Fair,original
SRB00001,Bezdan,2013-04-04,BOD,,3.3387,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2013-05-06,BOD,,1.4099,mg/l,Fair,augmented_copy1_jitter-2d
SRB00001,Bezdan,2013-05-08,BOD,,1.4,mg/l,Fair,original
SRB00001,Bezdan,2013-05-10,BOD,,1.3123,mg/l,Fair,augmented_copy2_jitter+2d
SRB00001,Bezdan,2013-05-10,BOD,,1.4227,mg/l,Fair,augmented_copy3_jitter+2d
SRB00001,Bezdan,2013-06-03,BOD,,2.0816,mg/l,Fair,augmented_copy3_jitter-2d
SRB00001,Bezdan,2013-06-04,BOD,,2.0775,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2013-06-05,BOD,,2.1,mg/l,Fair,original
SRB00001,Bezdan,2013-06-07,BOD,,2.1104,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2013-06-30,BOD,,2.9091,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2013-07-02,BOD,,2.9022,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2013-07-03,BOD,,2.9,mg/l,Fair,original
SRB00001,Bezdan,2013-07-05,BOD,,2.9076,mg/l,Fair,augmented_copy3_jitter+2d
SRB00001,Bezdan,2013-08-06,BOD,,3.0193,mg/l,Fair,augmented_copy3_jitter-1d
SRB00001,Bezdan,2013-08-07,BOD,,3.0,mg/l,Fair,original
SRB00001,Bezdan,2013-08-09,BOD,,3.0445,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2013-08-09,BOD,,3.0308,mg/l,Fair,augmented_copy2_jitter+2d
SRB00001,Bezdan,2013-09-03,BOD,,1.4921,mg/l,Fair,augmented_copy1_jitter-1d
SRB00001,Bezdan,2013-09-03,BOD,,1.5807,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2013-09-04,BOD,,1.5,mg/l,Fair,original
SRB00001,Bezdan,2013-09-06,BOD,,1.5007,mg/l,Fair,augmented_copy3_jitter+2d
SRB00001,Bezdan,2013-10-01,BOD,,1.409,mg/l,Fair,augmented_copy2_jitter-1d
SRB00001,Bezdan,2013-10-01,BOD,,1.3689,mg/l,Fair,augmented_copy3_jitter-1d
SRB00001,Bezdan,2013-10-02,BOD,,1.4,mg/l,Fair,original
SRB00001,Bezdan,2013-10-05,BOD,,1.4976,mg/l,Fair,augmented_copy1_jitter+3d
SRB00001,Bezdan,2013-11-06,BOD,,1.2,mg/l,Fair,original
SRB00001,Bezdan,2013-11-07,BOD,,1.2198,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2013-11-08,BOD,,1.2302,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2013-11-08,BOD,,1.162,mg/l,Fair,augmented_copy3_jitter+2d
SRB00001,Bezdan,2013-12-02,BOD,,0.9912,mg/l,Fair,augmented_copy3_jitter-2d
SRB00001,Bezdan,2013-12-03,BOD,,0.9919,mg/l,Fair,augmented_copy1_jitter-1d
SRB00001,Bezdan,2013-12-04,BOD,,1.0,mg/l,Fair,original
SRB00001,Bezdan,2013-12-07,BOD,,0.9058,mg/l,Fair,augmented_copy2_jitter+3d
SRB00001,Bezdan,2014-01-28,BOD,,1.5,mg/l,Fair,original
SRB00001,Bezdan,2014-01-30,BOD,,1.4824,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2014-01-30,BOD,,1.6189,mg/l,Fair,augmented_copy3_jitter+2d
SRB00001,Bezdan,2014-01-31,BOD,,1.5558,mg/l,Fair,augmented_copy2_jitter+3d
SRB00001,Bezdan,2014-02-05,BOD,,1.8,mg/l,Fair,original
SRB00001,Bezdan,2014-02-08,BOD,,1.793,mg/l,Fair,augmented_copy1_jitter+3d
SRB00001,Bezdan,2014-02-08,BOD,,1.7987,mg/l,Fair,augmented_copy2_jitter+3d
SRB00001,Bezdan,2014-02-08,BOD,,1.8558,mg/l,Fair,augmented_copy3_jitter+3d
SRB00001,Bezdan,2014-03-02,BOD,,2.6606,mg/l,Fair,augmented_copy2_jitter-3d
SRB00001,Bezdan,2014-03-02,BOD,,2.6701,mg/l,Fair,augmented_copy3_jitter-3d
SRB00001,Bezdan,2014-03-03,BOD,,2.7024,mg/l,Fair,augmented_copy1_jitter-2d
SRB00001,Bezdan,2014-03-05,BOD,,2.7,mg/l,Fair,original
SRB00001,Bezdan,2014-03-30,BOD,,4.7349,mg/l,Fair,augmented_copy2_jitter-3d
SRB00001,Bezdan,2014-03-31,BOD,,4.7209,mg/l,Fair,augmented_copy1_jitter-2d
SRB00001,Bezdan,2014-03-31,BOD,,4.6004,mg/l,Fair,augmented_copy3_jitter-2d
SRB00001,Bezdan,2014-04-02,BOD,,4.7,mg/l,Fair,original
SRB00001,Bezdan,2014-05-04,BOD,,2.5569,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2014-05-07,BOD,,2.5,mg/l,Fair,original
SRB00001,Bezdan,2014-05-08,BOD,,2.4822,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2014-05-08,BOD,,2.4078,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2014-06-01,BOD,,1.3657,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2014-06-03,BOD,,1.324,mg/l,Fair,augmented_copy3_jitter-1d
SRB00001,Bezdan,2014-06-04,BOD,,1.3,mg/l,Fair,original
SRB00001,Bezdan,2014-06-05,BOD,,1.2244,mg/l,Fair,augmented_copy2_jitter+1d
SRB00001,Bezdan,2014-06-29,BOD,,1.0134,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2014-06-29,BOD,,1.0729,mg/l,Fair,augmented_copy2_jitter-3d
SRB00001,Bezdan,2014-07-01,BOD,,0.9112,mg/l,Fair,augmented_copy3_jitter-1d
SRB00001,Bezdan,2014-07-02,BOD,,1.0,mg/l,Fair,original
SRB00001,Bezdan,2014-08-04,BOD,,2.368,mg/l,Fair,augmented_copy3_jitter-2d
SRB00001,Bezdan,2014-08-06,BOD,,2.3,mg/l,Fair,original
SRB00001,Bezdan,2014-08-07,BOD,,2.2092,mg/l,Fair,augmented_copy1_jitter+1d
SRB00001,Bezdan,2014-08-08,BOD,,2.1751,mg/l,Fair,augmented_copy2_jitter+2d
SRB00001,Bezdan,2014-09-10,BOD,,2.3,mg/l,Fair,original
SRB00001,Bezdan,2014-09-11,BOD,,2.2928,mg/l,Fair,augmented_copy3_jitter+1d
SRB00001,Bezdan,2014-09-12,BOD,,2.3507,mg/l,Fair,augmented_copy1_jitter+2d
SRB00001,Bezdan,2014-09-13,BOD,,2.3184,mg/l,Fair,augmented_copy2_jitter+3d
SRB00001,Bezdan,2014-09-28,BOD,,1.6797,mg/l,Fair,augmented_copy1_jitter-3d
SRB00001,Bezdan,2014-09-29,BOD,,1.669,mg/l,Fair,augmented_copy3_jitter-2d
SRB00001,Bezdan,2014-10-01,BOD,,1.7,mg/l,Fair,original
SRB00001,Bezdan,2014-10-04,BOD,,1.7059,mg/l,Fair,augmented_copy2_jitter+3d
SRB00001,Bezdan,2014-11-02,BOD,,1.5897,mg/l,Fair,augmented_copy3_jitter-3d
SRB00001,Bezdan,2014-11-05,BOD,,1.6,mg/l,Fair,original
SRB00001,Bezdan,2014-11-08,BOD,,1.5087,mg/l,Fair,augmented_copy1_jitter+3d
SRB00001,Bezdan,2014-11-08,BOD,,1.5192,mg/l,Fair,augmented_copy2_jitter+3d
SRB00001,Bezdan,2014-12-01,BOD,,1.7538,mg/l,Fair,augmented_copy1_jitter-2d
