date,streamflow,phosphorus
2020-07-04,58820.0,0.10961904761904763
2020-07-09,46700.0,0.12342857142857144
2020-07-14,39940.0,0.13723809523809524
2020-07-19,39420.0,0.136
2020-07-24,41060.0,0.131
2020-07-29,49420.0,0.126
2020-08-03,52520.0,0.121
2020-08-08,33780.0,0.11828571428571429
2020-08-13,31740.0,0.12328571428571429
2020-08-18,37400.0,0.139
2020-08-23,37680.0,0.13810714285714287
2020-08-28,35940.0,0.13721428571428573
2020-09-02,32400.0,0.1363214285714286
2020-09-07,28400.0,0.13542857142857143
2020-09-12,27160.0,0.1345357142857143
2020-09-17,26180.0,0.12923809523809524
2020-09-22,22520.0,0.11733333333333335
2020-09-27,24400.0,0.10542857142857143
2020-10-02,24360.0,0.09352380952380954
2020-10-07,22840.0,0.08338095238095239
2020-10-12,23320.0,0.0802857142857143
2020-10-17,27780.0,0.07719047619047618
2020-10-22,28380.0,0.07409523809523809
2020-10-27,30840.0,0.071
2020-11-01,30000.0,0.06786046511627906
2020-11-06,29740.0,0.06472093023255814
2020-11-11,31320.0,0.061581395348837206
2020-11-16,36000.0,0.05844186046511628
2020-11-21,34900.0,0.05530232558139535
2020-11-26,32440.0,0.05216279069767442
2020-12-01,29260.0,0.04902325581395349
2020-12-06,25380.0,0.04588372093023256
2020-12-11,26400.0,0.04395238095238095
2020-12-16,22920.0,0.04383333333333333
2020-12-21,20680.0,0.04371428571428571
2020-12-26,20040.0,0.04359523809523809
2020-12-31,22420.0,0.043476190476190474
2021-01-05,22960.0,0.04335714285714285
2021-01-10,23300.0,0.043238095238095235
2021-01-15,23560.0,0.04311904761904761
2021-01-20,22220.0,0.043
2021-01-25,19460.0,0.04338461538461538
2021-01-30,19240.0,0.04376923076923077
2021-02-04,19900.0,0.04363636363636363
2021-02-09,17380.0,0.042727272727272725
2021-02-14,15820.0,0.04181818181818182
2021-02-19,15840.0,0.04090909090909091
2021-02-24,16180.0,0.04
2021-03-01,18480.0,0.05346153846153846
2021-03-06,24920.0,0.06692307692307692
2021-03-11,39180.0,0.08014285714285714
2021-03-16,58240.0,0.093
2021-03-21,53960.0,0.09835714285714285
2021-03-26,59420.0,0.10371428571428572
2021-03-31,66520.0,0.108
2021-04-05,58180.0,0.108
2021-04-10,57320.0,0.108
2021-04-15,68460.0,0.072
2021-04-20,70180.0,0.072
2021-04-25,60420.0,0.06066666666666666
2021-04-30,52720.0,0.054285714285714284
2021-05-05,47460.0,0.0530952380952381
2021-05-10,37580.0,0.051904761904761905
2021-05-15,30600.0,0.05071428571428572
2021-05-20,28780.0,0.05346666666666667
2021-05-25,39140.0,0.06213333333333333
2021-05-30,42060.0,0.0708
2021-06-04,35580.0,0.076
2021-06-09,26740.0,0.076
2021-06-14,19540.0,0.076
2021-06-19,15760.0,0.08349999999999999
2021-06-24,15520.0,0.096
2021-06-29,20160.0,0.1085
2021-07-04,17580.0,0.121
2021-07-09,14400.0,0.1335
2021-07-14,14480.0,0.146
2021-07-19,13660.0,0.13799999999999998
2021-07-24,12000.0,0.13
2021-07-29,18320.0,0.122
2021-08-03,18160.0,0.114
2021-08-08,16480.0,0.12525
2021-08-13,20920.0,0.13649999999999998
2021-08-18,11500.0,0.14775
2021-08-23,12600.0,0.15899999999999997
2021-08-28,23480.0,0.1565
2021-09-02,21920.0,0.1565
2021-09-07,16020.0,0.16025
2021-09-12,14100.0,0.15336363636363637
2021-09-17,13600.0,0.14381818181818182
2021-09-22,17620.0,0.13427272727272727
2021-09-27,17120.0,0.12472727272727271
2021-10-02,14800.0,0.11676923076923076
2021-10-07,16120.0,0.11119230769230769
2021-10-12,16720.0,0.10561538461538461
2021-10-17,14200.0,0.10003846153846153
2021-10-22,17700.0,0.09446153846153846
2021-10-27,18440.0,0.08857142857142856
2021-11-01,21500.0,0.08142857142857143
2021-11-06,21820.0,0.07428571428571429
2021-11-11,23580.0,0.06897142857142857
2021-11-16,30740.0,0.0664
2021-11-21,27240.0,0.06382857142857143
2021-11-26,20820.0,0.06125714285714286
2021-12-01,17160.0,0.058685714285714285
2021-12-06,18960.0,0.056114285714285714
2021-12-11,13400.0,0.05354285714285714
2021-12-16,18400.0,0.05209090909090909
2021-12-21,19060.0,0.05231818181818182
2021-12-26,24460.0,0.05254545454545454
2021-12-31,21500.0,0.05277272727272727
2022-01-05,19680.0,0.053
2022-01-10,18120.0,0.048
2022-01-15,17800.0,0.0457
2022-01-20,17760.0,0.0452
2022-01-25,16560.0,0.0447
2022-01-30,16360.0,0.044199999999999996
2022-02-04,16400.0,0.04432142857142857
2022-02-09,16400.0,0.04485714285714285
2022-02-14,16460.0,0.045392857142857145
2022-02-19,16200.0,0.04592857142857143
2022-02-24,16100.0,0.046464285714285715
2022-03-01,16120.0,0.047
2022-03-06,18040.0,0.10533333333333333
2022-03-11,17520.0,0.11757142857142858
2022-03-16,21380.0,0.11828571428571429
2022-03-21,34960.0,0.119
2022-03-26,57620.0,0.14133333333333334
2022-03-31,63000.0,0.15583333333333332
2022-04-05,57820.0,0.155
2022-04-10,66820.0,0.1375
2022-04-15,73980.0,0.1306
2022-04-20,81520.0,0.1285714285714286
2022-04-25,73540.0,0.11000000000000001
2022-04-30,71920.0,0.09142857142857144
2022-05-05,76740.0,0.08314285714285714
2022-05-10,77920.0,0.08211111111111112
2022-05-15,80280.0,0.08266666666666667
2022-05-20,95780.0,0.092
2022-05-25,97540.0,0.08776470588235294
2022-05-30,88240.0,0.08717647058823529
2022-06-04,74580.0,0.08658823529411765
2022-06-09,66980.0,0.086
2022-06-14,59680.0,0.09016666666666666
2022-06-19,53080.0,0.09433333333333334
2022-06-24,43360.0,0.10414285714285715
2022-06-29,39720.0,0.11523076923076923
2022-07-04,36580.0,0.11638461538461538
2022-07-09,31960.0,0.11753846153846154
2022-07-14,31760.0,0.1168
2022-07-19,30720.0,0.1148
2022-07-24,21320.0,0.1128
2022-07-29,18360.0,0.11422222222222222
2022-08-03,15280.0,0.11792592592592593
2022-08-08,18600.0,0.12162962962962963
2022-08-13,19300.0,0.12533333333333335
2022-08-18,18080.0,0.12903703703703703
2022-08-23,19380.0,0.13126315789473686
2022-08-28,19980.0,0.12757894736842107
2022-09-02,21900.0,0.12389473684210527
2022-09-07,15000.0,0.12021052631578948
2022-09-12,15060.0,0.11652631578947369
2022-09-17,13720.0,0.1128421052631579
2022-09-22,14040.0,0.1091578947368421
2022-09-27,13820.0,0.10547368421052632
2022-10-02,13560.0,0.10178947368421053
2022-10-07,11720.0,0.09810526315789472
2022-10-12,11160.0,0.09442105263157893
2022-10-17,10594.0,0.09073684210526314
2022-10-22,12200.0,0.08557142857142856
2022-10-27,13880.0,0.08003571428571428
2022-11-01,13780.0,0.0745
2022-11-06,12900.0,0.06896428571428571
2022-11-11,22620.0,0.06342857142857143
2022-11-16,26760.0,0.05864285714285714
2022-11-21,19460.0,0.056857142857142856
2022-11-26,17600.0,0.05507142857142857
2022-12-01,18680.0,0.053285714285714283
2022-12-06,12980.0,0.0515
2022-12-11,13420.0,0.04971428571428571
2022-12-16,17600.0,0.047928571428571425
2022-12-21,13960.0,0.04614285714285714
2022-12-26,13200.0,0.04435714285714286
2022-12-31,18700.0,0.042571428571428566
2023-01-05,18840.0,0.040785714285714286
2023-01-10,14940.0,0.039
2023-01-15,15140.0,0.038464285714285715
2023-01-20,15880.0,0.03792857142857143
2023-01-25,15120.0,0.037392857142857144
2023-01-30,14680.0,0.03685714285714285
2023-02-04,14620.0,0.03632142857142857
2023-02-09,15140.0,0.03609523809523809
2023-02-14,15200.0,0.03633333333333333
2023-02-19,18900.0,0.03657142857142857
2023-02-24,19400.0,0.036809523809523806
2023-03-01,20260.0,0.03776923076923077
2023-03-06,21920.0,0.04161538461538462
2023-03-11,27100.0,0.04546153846153846
2023-03-16,25440.0,0.049666666666666665
2023-03-21,31460.0,0.05411111111111111
2023-03-26,39900.0,0.077
2023-03-31,49880.0,0.13
2023-04-05,66500.0,0.16085714285714284
2023-04-10,72200.0,0.133
2023-04-15,109300.0,0.15
2023-04-20,169800.0,0.12
2023-04-25,196400.0,0.105
2023-04-30,168400.0,0.1128
2023-05-05,128800.0,0.09075
2023-05-10,103340.0,0.06885714285714285
2023-05-15,86540.0,0.08314285714285713
2023-05-20,84100.0,0.08666666666666666
2023-05-25,88840.0,0.0912
2023-05-30,70580.0,0.09820000000000001
2023-06-04,47200.0,0.10025
2023-06-09,34440.0,0.099
2023-06-14,27480.0,0.09775
2023-06-19,23060.0,0.0965
2023-06-24,18220.0,0.096
2023-06-29,17420.0,0.096
2023-07-04,18200.0,0.096
2023-07-09,15280.0,0.096
2023-07-14,13980.0,0.09728571428571428
2023-07-19,12340.0,0.09942857142857144
2023-07-24,12680.0,0.10157142857142858
2023-07-29,18300.0,0.10371428571428572
2023-08-03,14400.0,0.10585714285714286
2023-08-08,11360.0,0.108
2023-08-13,13260.0,0.12633333333333333
2023-08-18,17000.0,0.14466666666666667
2023-08-23,11164.0,0.163
2023-08-28,11140.0,0.18133333333333335
2023-09-02,10920.0,0.18223076923076922
2023-09-07,10252.0,0.17876923076923076
2023-09-12,10144.0,0.174
2023-09-17,10202.0,0.16399999999999998
2023-09-22,10740.0,0.154
2023-09-27,20320.0,0.14266666666666666
2023-10-02,20120.0,0.12933333333333333
2023-10-07,18300.0,0.11599999999999999
2023-10-12,14880.0,0.10571428571428572
2023-10-17,23200.0,0.1
2023-10-22,18800.0,0.09428571428571428
2023-10-27,29140.0,0.08857142857142858
2023-11-01,29140.0,0.08285714285714285
2023-11-06,21280.0,0.07714285714285714
2023-11-11,18920.0,0.07254545454545454
2023-11-16,19060.0,0.06822727272727272
2023-11-21,18060.0,0.06390909090909092
2023-11-26,16040.0,0.05959090909090909
2023-12-01,11860.0,0.056285714285714286
2023-12-06,16560.0,0.0545
2023-12-11,16520.0,0.052714285714285714
2023-12-16,14900.0,0.05092857142857143
2023-12-21,16440.0,0.04914285714285714
2023-12-26,23060.0,0.047357142857142855
2023-12-31,38460.0,0.04862962962962963
2024-01-05,33820.0,0.050666666666666665
2024-01-10,26000.0,0.052703703703703704
2024-01-15,16840.0,0.05474074074074074
2024-01-20,17320.0,0.05677777777777778
2024-01-25,19780.0,0.05542857142857143
2024-01-30,20040.0,0.049
2024-02-04,20100.0,0.0465
2024-02-09,20940.0,0.044000000000000004
2024-02-14,22140.0,0.042222222222222223
2024-02-19,21880.0,0.043333333333333335
2024-02-24,19680.0,0.04342857142857143
2024-02-29,18320.0,0.041999999999999996
2024-03-05,19020.0,0.04057142857142857
2024-03-10,18720.0,0.03914285714285714
2024-03-15,17840.0,0.0395
2024-03-20,15740.0,0.042749999999999996
2024-03-25,17440.0,0.039625
2024-03-30,29780.0,0.06
2024-04-04,34260.0,0.05444444444444445
2024-04-09,34900.0,0.051444444444444445
2024-04-14,42480.0,0.058666666666666666
2024-04-19,47580.0,0.06588888888888889
2024-04-24,54780.0,0.07311111111111111
2024-04-29,50280.0,0.0755
2024-05-04,62900.0,0.0814
2024-05-09,76200.0,0.08533333333333333
2024-05-14,75720.0,0.092
2024-05-19,67180.0,0.077
2024-05-24,67060.0,0.0795
2024-05-29,72620.0,0.08716666666666667
2024-06-03,71740.0,0.098
2024-06-08,90960.0,0.11085714285714286
2024-06-13,98560.0,0.1288888888888889
2024-06-18,89900.0,0.1411111111111111
2024-06-23,114180.0,0.155
2024-06-28,144800.0,0.167
2024-07-03,157600.0,0.172
2024-07-08,133800.0,0.172
2024-07-13,103800.0,0.17049999999999998
2024-07-18,83900.0,0.16666666666666669
2024-07-23,66360.0,0.1595714285714286
2024-07-28,52560.0,0.1474285714285714
2024-08-02,48000.0,0.147
2024-08-07,52940.0,0.1495
2024-08-12,53120.0,0.15266666666666667
2024-08-17,44860.0,0.1485
2024-08-22,38140.0,0.13633333333333333
2024-08-27,33040.0,0.12281249999999999
2024-09-01,35560.0,0.121875
2024-09-06,31160.0,0.1209375
2024-09-11,25240.0,0.12
2024-09-16,20380.0,0.11857142857142856
2024-09-21,20340.0,0.11714285714285715
2024-09-26,18540.0,0.11571428571428571
2024-10-01,15620.0,0.11428571428571428
2024-10-06,14280.0,0.11285714285714286
2024-10-11,14200.0,0.11014285714285714
2024-10-16,14220.0,0.1055
2024-10-21,14160.0,0.10085714285714285
2024-10-26,15080.0,0.09621428571428571
2024-10-31,18260.0,0.09157142857142857
2024-11-05,20840.0,0.08692857142857142
2024-11-10,21700.0,0.08228571428571428
2024-11-15,17320.0,0.07764285714285714
2024-11-20,24420.0,0.073
2024-11-25,25900.0,0.06960714285714285
2024-11-30,22000.0,0.06621428571428571
2024-12-05,22160.0,0.06282142857142857
2024-12-10,,0.05942857142857143
2024-12-15,,0.056035714285714286
