date,streamflow,phosphorus
2022-09-04,7704.0,0.01821060382916053
2022-09-09,7484.0,0.018379970544918998
2022-09-14,6818.0,0.018549337260677465
2022-09-19,6452.0,0.018718703976435935
2022-09-24,6124.0,0.018888070692194402
2022-09-29,6340.0,0.01905743740795287
2022-10-04,6122.0,0.01922680412371134
2022-10-09,5268.0,0.019396170839469807
2022-10-14,5190.0,0.019565537555228277
2022-10-19,5632.0,0.019734904270986744
2022-10-24,5460.0,0.01990427098674521
2022-10-29,5710.0,0.020073637702503682
2022-11-03,5638.0,0.02024300441826215
2022-11-08,5652.0,0.020412371134020616
2022-11-13,7366.0,0.020581737849779087
2022-11-18,7080.0,0.020751104565537554
2022-11-23,6010.0,0.020920471281296024
2022-11-28,7450.0,0.02108983799705449
2022-12-03,4438.0,0.02125920471281296
2022-12-08,3828.0,0.02142857142857143
2022-12-13,5744.0,0.021597938144329896
2022-12-18,4430.0,0.021767304860088366
2022-12-23,3434.0,0.021936671575846833
2022-12-28,4630.0,0.0221060382916053
2023-01-02,4888.0,0.02227540500736377
2023-01-07,4350.0,0.022444771723122238
2023-01-12,4516.0,0.02261413843888071
2023-01-17,5548.0,0.022783505154639175
2023-01-22,5040.0,0.022952871870397643
2023-01-27,4366.0,0.023122238586156113
2023-02-01,3758.0,0.02329160530191458
2023-02-06,4280.0,0.023460972017673047
2023-02-11,4502.0,0.023630338733431518
2023-02-16,5448.0,0.023799705449189985
2023-02-21,4816.0,0.02396907216494845
2023-02-26,5522.0,0.024138438880706922
2023-03-03,5926.0,0.02430780559646539
2023-03-08,7852.0,0.02447717231222386
2023-03-13,10054.0,0.024646539027982327
2023-03-18,9210.0,0.024815905743740794
2023-03-23,14000.0,0.024985272459499264
2023-03-28,18820.0,0.02515463917525773
2023-04-02,19840.0,0.0253240058910162
2023-04-07,24140.0,0.02549337260677467
2023-04-12,38680.0,0.025662739322533136
2023-04-17,71140.0,0.025832106038291607
2023-04-22,92520.0,0.026001472754050074
2023-04-27,96580.0,0.02617083946980854
2023-05-02,79140.0,0.02634020618556701
2023-05-07,59460.0,0.026509572901325478
2023-05-12,48380.0,0.026678939617083945
2023-05-17,60580.0,0.026848306332842416
2023-05-22,72920.0,0.027017673048600883
2023-05-27,46540.0,0.02718703976435935
2023-06-01,25200.0,0.02735640648011782
2023-06-06,18020.0,0.027525773195876287
2023-06-11,14520.0,0.027695139911634758
2023-06-16,12600.0,0.027864506627393225
2023-06-21,10446.0,0.02714814814814815
2023-06-26,9804.0,0.02288888888888889
2023-07-01,9438.0,0.018629629629629628
2023-07-06,9100.0,0.01437037037037037
2023-07-11,7112.0,0.010111111111111112
2023-07-16,5864.0,0.005851851851851851
2023-07-21,5804.0,0.005
2023-07-26,5314.0,0.005
2023-07-31,4890.0,0.005
2023-08-05,5078.0,0.005
2023-08-10,4948.0,0.005
2023-08-15,6218.0,0.005
2023-08-20,4852.0,0.005
2023-08-25,4596.0,0.005
2023-08-30,3946.0,0.005
2023-09-04,3752.0,0.005
2023-09-09,3524.0,0.005
2023-09-14,3718.0,0.005
2023-09-19,3264.0,0.005
2023-09-24,4808.0,0.005
2023-09-29,5770.0,0.005
2023-10-04,5486.0,0.005
2023-10-09,5136.0,0.005
2023-10-14,7152.0,0.005
2023-10-19,6730.0,0.005
2023-10-24,6854.0,0.005
2023-10-29,7036.0,0.005
2023-11-03,6334.0,0.005
2023-11-08,6160.0,0.005
2023-11-13,6076.0,0.005
2023-11-18,6414.0,0.005
2023-11-23,5980.0,0.005
2023-11-28,4920.0,0.005
2023-12-03,6008.0,0.005
2023-12-08,6440.0,0.005
2023-12-13,5728.0,0.005
2023-12-18,6466.0,0.005
2023-12-23,6964.0,0.005
2023-12-28,13400.0,0.005
2024-01-02,15760.0,0.005
2024-01-07,13400.0,0.005
2024-01-12,8832.0,0.005
2024-01-17,6876.0,0.005
2024-01-22,9528.0,0.005
2024-01-27,9292.0,0.005
2024-02-01,9240.0,0.005
2024-02-06,9496.0,0.005
2024-02-11,11560.0,0.005
2024-02-16,11134.0,0.005
2024-02-21,10376.0,0.005
2024-02-26,9260.0,0.005
2024-03-02,8296.0,0.005
2024-03-07,7878.0,0.005
2024-03-12,7390.0,0.005
2024-03-17,7104.0,0.005
2024-03-22,6632.0,0.005
2024-03-27,8260.0,0.005
2024-04-01,9892.0,0.005
2024-04-06,11880.0,0.005
2024-04-11,16380.0,0.005
2024-04-16,18960.0,0.005
2024-04-21,27560.0,0.005
2024-04-26,25100.0,0.005
2024-05-01,32260.0,0.005
2024-05-06,46220.0,0.005
2024-05-11,50060.0,0.005
2024-05-16,44120.0,0.005
2024-05-21,36840.0,0.005
2024-05-26,41580.0,
2024-05-31,45560.0,
2024-06-05,52980.0,
2024-06-10,62320.0,
