date,streamflow,nitrogen,phosphorus,turbidity
2019-08-25,19800.0,0.29362820512820514,0.10403846153846154,21.53846153846154
2019-08-30,19240.0,0.28484615384615386,0.10115384615384616,21.153846153846153
2019-09-04,18180.0,0.2760641025641026,0.09826923076923078,20.76923076923077
2019-09-09,17040.0,0.2672820512820513,0.09538461538461539,20.384615384615387
2019-09-14,29020.0,0.2585,0.0925,20.0
2019-09-19,44300.0,0.24971794871794872,0.08961538461538462,19.615384615384617
2019-09-24,53220.0,0.24093589743589744,0.08673076923076924,19.23076923076923
2019-09-29,48380.0,0.23215384615384616,0.08384615384615385,18.846153846153847
2019-10-04,62480.0,0.22337179487179487,0.08096153846153847,18.46153846153846
2019-10-09,77180.0,0.2145897435897436,0.07807692307692309,18.076923076923077
2019-10-14,80840.0,0.2058076923076923,0.0751923076923077,17.692307692307693
2019-10-19,66820.0,0.19702564102564102,0.07230769230769232,17.307692307692307
2019-10-24,68060.0,0.18784848484848485,0.0693939393939394,16.73939393939394
2019-10-29,75780.0,0.1770909090909091,0.06636363636363637,15.436363636363637
2019-11-03,66680.0,0.16633333333333333,0.06333333333333334,14.133333333333333
2019-11-08,53880.0,0.1555757575757576,0.0603030303030303,12.83030303030303
2019-11-13,39480.0,0.14481818181818182,0.057272727272727274,11.527272727272727
2019-11-18,36780.0,0.13406060606060605,0.054242424242424245,10.224242424242425
2019-11-23,37200.0,0.1233030303030303,0.05121212121212121,8.921212121212122
2019-11-28,36600.0,0.1103,0.047,7.53
2019-12-03,31900.0,0.0958,0.042,6.08
2019-12-08,31420.0,0.08553846153846154,0.039615384615384615,5.346153846153846
2019-12-13,18720.0,0.0781025641025641,0.038974358974358976,5.089743589743589
2019-12-18,20140.0,0.07066666666666666,0.03833333333333334,4.833333333333333
2019-12-23,25660.0,0.06323076923076923,0.03769230769230769,4.576923076923077
2019-12-28,28160.0,0.05579487179487179,0.03705128205128205,4.32051282051282
2020-01-02,32280.0,0.048358974358974356,0.036410256410256414,4.064102564102564
2020-01-07,33580.0,0.040923076923076916,0.035769230769230775,3.8076923076923075
2020-01-12,27820.0,0.03348717948717948,0.03512820512820513,3.551282051282051
2020-01-17,24620.0,0.03292307692307692,0.035,3.3974358974358974
2020-01-22,22620.0,0.034076923076923074,0.035,3.269230769230769
2020-01-27,24460.0,0.03523076923076923,0.035,3.141025641025641
2020-02-01,22520.0,0.03638461538461538,0.035,3.0128205128205128
2020-02-06,21860.0,0.03753846153846154,0.035,2.8846153846153846
2020-02-11,21280.0,0.03869230769230769,0.035,2.7564102564102564
2020-02-16,16920.0,0.03984615384615385,0.035,2.628205128205128
2020-02-21,17380.0,0.041,0.035,2.5
2020-02-26,18660.0,0.06314285714285714,0.05821428571428572,3.6071428571428568
2020-03-02,19080.0,0.08528571428571427,0.08142857142857143,4.7142857142857135
2020-03-07,25700.0,0.10516666666666666,0.09895833333333334,5.7124999999999995
2020-03-12,46840.0,0.11599999999999999,0.09375,6.2749999999999995
2020-03-17,58520.0,0.12683333333333333,0.08854166666666667,6.8374999999999995
2020-03-22,54840.0,0.13766666666666666,0.08333333333333334,7.3999999999999995
2020-03-27,60200.0,0.1485,0.078125,7.9625
2020-04-01,83520.0,0.15933333333333333,0.07291666666666667,8.525
2020-04-06,102000.0,0.17016666666666666,0.06770833333333334,9.0875
2020-04-11,92080.0,0.181,0.0625,9.649999999999999
2020-04-16,70780.0,0.19183333333333333,0.057291666666666664,10.212499999999999
2020-04-21,55160.0,0.20266666666666666,0.052083333333333336,10.774999999999999
2020-04-26,44720.0,0.2404285714285714,0.054285714285714284,11.428571428571429
2020-05-01,42720.0,0.298,0.05857142857142857,12.428571428571429
2020-05-06,38080.0,0.363,0.051428571428571435,14.571428571428571
2020-05-11,29880.0,0.3873846153846154,0.05615384615384616,18.53846153846154
2020-05-16,28380.0,0.4016153846153846,0.06384615384615386,22.96153846153846
2020-05-21,38400.0,0.41584615384615387,0.07153846153846155,27.384615384615387
2020-05-26,44820.0,0.4300769230769231,0.07923076923076924,31.807692307692307
2020-05-31,41980.0,0.4443076923076923,0.08692307692307694,36.230769230769226
2020-06-05,31540.0,0.4556,0.09400000000000001,35.8
2020-06-10,23680.0,0.4649333333333333,0.10066666666666667,32.13333333333333
2020-06-15,18380.0,0.47426666666666667,0.10733333333333334,28.46666666666667
2020-06-20,17720.0,0.5641428571428572,0.11857142857142858,30.857142857142858
2020-06-25,19820.0,0.6637826086956522,0.12782608695652176,35.391304347826086
2020-06-30,26780.0,0.5876956521739131,0.11695652173913045,32.34782608695652
2020-07-05,33420.0,0.5116086956521739,0.10608695652173913,29.304347826086957
2020-07-10,24400.0,0.4355217391304348,0.09521739130434784,26.26086956521739
2020-07-15,18000.0,0.35943478260869566,0.08434782608695653,23.217391304347828
2020-07-20,19180.0,0.3212857142857143,0.09607142857142857,31.642857142857142
2020-07-25,23680.0,0.30842857142857144,0.12285714285714286,47.71428571428571
2020-07-30,34380.0,0.29557142857142854,0.14964285714285713,63.785714285714285
2020-08-04,24040.0,0.3286363636363636,0.12045454545454545,48.45454545454545
2020-08-09,16120.0,0.37318181818181817,0.07727272727272727,25.272727272727273
2020-08-14,21140.0,0.3828846153846154,0.05903846153846154,15.626923076923077
2020-08-19,25700.0,0.36935897435897436,0.057435897435897436,15.005128205128205
2020-08-24,24280.0,0.35583333333333333,0.05583333333333333,14.383333333333333
2020-08-29,22040.0,0.3423076923076923,0.05423076923076923,13.761538461538462
2020-09-03,18040.0,0.3287820512820513,0.052628205128205124,13.13974358974359
2020-09-08,15880.0,0.31525641025641027,0.05102564102564103,12.517948717948718
2020-09-13,15020.0,0.30173076923076925,0.049423076923076924,11.896153846153847
2020-09-18,13940.0,0.2882051282051282,0.04782051282051282,11.274358974358975
2020-09-23,12680.0,0.2746794871794872,0.046217948717948716,10.652564102564103
2020-09-28,13640.0,0.2611538461538462,0.04461538461538461,10.03076923076923
2020-10-03,12660.0,0.24762820512820513,0.043012820512820515,9.40897435897436
2020-10-08,12720.0,0.2341025641025641,0.04141025641025641,8.787179487179488
2020-10-13,14380.0,0.22057692307692306,0.03980769230769231,8.165384615384617
2020-10-18,15860.0,0.20705128205128204,0.03820512820512821,7.543589743589745
2020-10-23,17160.0,0.19352564102564102,0.0366025641025641,6.921794871794873
2020-10-28,16800.0,0.18,0.035,6.3
2020-11-02,16580.0,0.17817073170731706,0.03560975609756098,5.946341463414634
2020-11-07,15400.0,0.17634146341463414,0.036219512195121956,5.592682926829268
2020-11-12,18060.0,0.1745121951219512,0.03682926829268293,5.239024390243902
2020-11-17,20860.0,0.17268292682926828,0.03743902439024391,4.885365853658536
2020-11-22,19380.0,0.17085365853658538,0.03804878048780488,4.53170731707317
2020-11-27,19440.0,0.16902439024390245,0.03865853658536585,4.178048780487805
2020-12-02,14920.0,0.16719512195121952,0.03926829268292683,3.824390243902439
2020-12-07,14640.0,0.1653658536585366,0.039878048780487806,3.470731707317073
2020-12-12,15920.0,0.1497058823529412,0.03882352941176471,3.335
2020-12-17,10214.0,0.13058823529411764,0.03735294117647059,3.25375
2020-12-22,12334.0,0.11147058823529413,0.03588235294117647,3.1725
2020-12-27,7778.0,0.0923529411764706,0.03441176470588235,3.09125
2021-01-01,10240.0,0.07323529411764707,0.03294117647058824,3.01
2021-01-06,9458.0,0.054117647058823534,0.03147058823529412,2.92875
2021-01-11,11480.0,0.035,0.03,2.8475
2021-01-16,12840.0,0.03587837837837838,0.03,2.76625
2021-01-21,11468.0,0.03675675675675676,0.03,2.685
2021-01-26,10046.0,0.03763513513513514,0.03,2.60375
2021-01-31,9834.0,0.038513513513513516,0.03,2.5225
2021-02-05,10826.0,0.03939189189189189,0.03,2.44125
2021-02-10,8322.0,0.040270270270270275,0.03,2.3600000000000003
2021-02-15,7670.0,0.04114864864864865,0.03,2.27875
2021-02-20,7116.0,0.04202702702702703,0.03,2.1975
2021-02-25,7326.0,0.04290540540540541,0.03,2.11625
2021-03-02,9712.0,0.04378378378378379,0.03428571428571428,3.2285714285714286
2021-03-07,12446.0,0.044662162162162164,0.03964285714285714,4.639285714285714
2021-03-12,28220.0,0.04554054054054054,0.045,6.050000000000001
2021-03-17,35640.0,0.04641891891891892,0.05035714285714285,7.460714285714285
2021-03-22,31060.0,0.0472972972972973,0.055714285714285716,8.871428571428572
2021-03-27,40860.0,0.053500000000000006,0.06076923076923077,10.26923076923077
2021-04-01,43040.0,0.08100000000000002,0.06461538461538462,11.615384615384615
2021-04-06,33900.0,0.10850000000000001,0.06846153846153846,12.961538461538462
2021-04-11,42740.0,0.136,0.07230769230769231,14.307692307692307
2021-04-16,54220.0,0.16350000000000003,0.07615384615384616,15.653846153846153
2021-04-21,47240.0,0.191,0.08,17.0
2021-04-26,37360.0,0.22544444444444445,0.06333333333333334,14.777777777777779
2021-05-01,33940.0,0.27008333333333334,0.050833333333333335,13.166666666666666
2021-05-06,28820.0,0.35550000000000004,0.055,14.0
2021-05-11,22580.0,0.4409166666666667,0.059166666666666666,14.833333333333334
2021-05-16,17240.0,0.49114285714285716,0.07428571428571429,19.0
2021-05-21,19040.0,0.5325714285714286,0.09214285714285714,24.0
2021-05-26,21040.0,0.574,0.11,29.0
2021-05-31,20220.0,0.5678461538461538,0.1051923076923077,30.73076923076923
2021-06-05,18960.0,0.5616923076923077,0.10038461538461538,32.46153846153846
2021-06-10,14920.0,0.5555384615384615,0.09557692307692307,34.19230769230769
2021-06-15,10960.0,0.5493846153846154,0.09076923076923077,35.92307692307692
2021-06-20,9544.0,0.5432307692307693,0.08596153846153845,37.65384615384615
2021-06-25,9054.0,0.494,0.09928571428571428,26.57142857142857
2021-06-30,10316.0,0.4582608695652174,0.1082608695652174,18.08695652173913
2021-07-05,8360.0,0.4589130434782609,0.10391304347826087,18.304347826086957
2021-07-10,7258.0,0.45956521739130435,0.09956521739130435,18.52173913043478
2021-07-15,7784.0,0.46021739130434786,0.09521739130434782,18.73913043478261
2021-07-20,6864.0,0.4608695652173913,0.0908695652173913,18.956521739130434
2021-07-25,6154.0,0.40322222222222226,0.09666666666666666,17.666666666666668
2021-07-30,6598.0,0.331,0.10500000000000001,16.0
2021-08-04,4974.0,0.3595416666666667,0.10187500000000001,16.625
2021-08-09,7212.0,0.38808333333333334,0.09875,17.25
2021-08-14,5610.0,0.416625,0.095625,17.875
2021-08-19,4370.0,0.4451666666666667,0.0925,18.5
2021-08-24,6282.0,0.4639850746268657,0.08932835820895522,18.880597014925375
2021-08-29,9728.0,0.44391044776119404,0.08597014925373134,18.28358208955224
2021-09-03,9250.0,0.4238358208955224,0.08261194029850746,17.686567164179106
2021-09-08,8006.0,0.4037611940298508,0.07925373134328358,17.08955223880597
2021-09-13,7640.0,0.38368656716417915,0.0758955223880597,16.492537313432834
2021-09-18,7654.0,0.3636119402985075,0.07253731343283581,15.895522388059701
2021-09-23,9602.0,0.34353731343283583,0.06917910447761194,15.298507462686567
2021-09-28,9382.0,0.3234626865671642,0.06582089552238805,14.701492537313433
2021-10-03,9358.0,0.3033880597014925,0.06246268656716418,14.104477611940299
2021-10-08,9602.0,0.2833134328358209,0.0591044776119403,13.507462686567163
2021-10-13,9572.0,0.26323880597014926,0.05574626865671642,12.910447761194028
2021-10-18,9490.0,0.24316417910447763,0.05238805970149254,12.313432835820894
2021-10-23,10840.0,0.22308955223880597,0.04902985074626866,11.71641791044776
2021-10-28,11592.0,0.20301492537313437,0.04567164179104478,11.119402985074625
2021-11-02,15260.0,0.19830434782608697,0.045,10.28695652173913
2021-11-07,13620.0,0.19743478260869565,0.045,9.395652173913044
2021-11-12,15540.0,0.19656521739130436,0.045,8.504347826086956
2021-11-17,16600.0,0.19569565217391305,0.045,7.61304347826087
2021-11-22,14680.0,0.19482608695652173,0.045,6.721739130434782
2021-11-27,12280.0,0.19395652173913044,0.045,5.8304347826086955
2021-12-02,12020.0,0.19308695652173913,0.045,4.9391304347826095
2021-12-07,10360.0,0.19221739130434784,0.045,4.047826086956523
2021-12-12,9938.0,0.19134782608695652,0.045,3.1565217391304357
2021-12-17,11560.0,0.17657142857142857,0.04428571428571428,2.757142857142857
2021-12-22,12000.0,0.15252380952380953,0.043095238095238096,2.6857142857142855
2021-12-27,12120.0,0.12847619047619047,0.0419047619047619,2.6142857142857143
2022-01-01,9862.0,0.10442857142857144,0.04071428571428572,2.5428571428571427
2022-01-06,10308.0,0.0930632911392405,0.043037974683544304,2.481818181818182
2022-01-11,10168.0,0.10072151898734177,0.05063291139240506,2.4363636363636365
2022-01-16,9524.0,0.10837974683544303,0.05822784810126583,2.390909090909091
2022-01-21,9272.0,0.1160379746835443,0.06582278481012659,2.3454545454545457
2022-01-26,8978.0,0.12369620253164557,0.07341772151898734,2.3
2022-01-31,8992.0,0.13135443037974684,0.0810126582278481,2.2545454545454544
2022-02-05,8800.0,0.13901265822784808,0.08860759493670886,2.209090909090909
2022-02-10,8670.0,0.14667088607594936,0.09620253164556962,2.1636363636363636
2022-02-15,8440.0,0.15432911392405063,0.10379746835443038,2.118181818181818
2022-02-20,8680.0,0.1619873417721519,0.11139240506329115,2.0727272727272728
2022-02-25,8374.0,0.16964556962025318,0.1189873417721519,2.0272727272727273
2022-03-02,8400.0,0.17730379746835445,0.12658227848101267,2.75
2022-03-07,10350.0,0.1849620253164557,0.1341772151898734,4.625
2022-03-12,11660.0,0.19262025316455694,0.14177215189873418,6.5
2022-03-17,14460.0,0.20027848101265822,0.14936708860759493,8.375
2022-03-22,22980.0,0.2079367088607595,0.1569620253164557,10.25
2022-03-27,37460.0,0.22866666666666666,0.15416666666666667,11.833333333333334
2022-04-01,38300.0,0.2581111111111111,0.14444444444444446,13.222222222222221
2022-04-06,34620.0,0.28755555555555556,0.13472222222222222,14.61111111111111
2022-04-11,44080.0,0.317,0.125,16.0
2022-04-16,50940.0,0.2625,0.10250000000000001,18.5
2022-04-21,47020.0,0.208,0.08,21.0
2022-04-26,49620.0,0.22666666666666666,0.09666666666666666,24.333333333333332
2022-05-01,51700.0,0.24533333333333335,0.11333333333333334,27.666666666666664
2022-05-06,58380.0,0.264,0.13,31.0
2022-05-11,55200.0,0.2625294117647059,0.12558823529411764,31.0
2022-05-16,78460.0,0.2610588235294118,0.1211764705882353,31.0
2022-05-21,83280.0,0.2595882352941177,0.11676470588235295,31.0
2022-05-26,71760.0,0.25732,0.1144,30.64
2022-05-31,57640.0,0.25452,0.1134,30.04
2022-06-05,51140.0,0.25172,0.1124,29.44
2022-06-10,42700.0,0.24892,0.1114,28.84
2022-06-15,36000.0,0.24612,0.1104,28.240000000000002
2022-06-20,31420.0,0.2573,0.1085,26.5
2022-06-25,27680.0,0.2778,0.10600000000000001,24.0
2022-06-30,28860.0,0.2794375,0.11156250000000001,24.125
2022-07-05,24240.0,0.26849999999999996,0.12250000000000001,26.0
2022-07-10,23360.0,0.25756249999999997,0.13343750000000001,27.875
2022-07-15,21920.0,0.25925,0.13187500000000002,27.875
2022-07-20,18380.0,0.279875,0.11156250000000001,25.0625
2022-07-25,15300.0,0.3005,0.09125,22.25
2022-07-30,13100.0,0.3198484848484848,0.07575757575757576,19.96969696969697
2022-08-04,11680.0,0.3340909090909091,0.07954545454545454,19.818181818181817
2022-08-09,12520.0,0.34833333333333333,0.08333333333333333,19.666666666666668
2022-08-14,12460.0,0.36257575757575755,0.08712121212121213,19.515151515151516
2022-08-19,12500.0,0.37681818181818183,0.09090909090909091,19.363636363636363
2022-08-24,12640.0,0.39106060606060605,0.0946969696969697,19.21212121212121
2022-08-29,13180.0,0.4053030303030303,0.09848484848484848,19.060606060606062
2022-09-03,11280.0,0.3980172413793103,0.09793103448275862,18.689655172413794
2022-09-08,10208.0,0.3763793103448276,0.09448275862068967,18.17241379310345
2022-09-13,9740.0,0.35474137931034483,0.0910344827586207,17.655172413793103
2022-09-18,9492.0,0.333103448275862,0.08758620689655172,17.137931034482758
2022-09-23,9678.0,0.3114655172413793,0.08413793103448276,16.620689655172413
2022-09-28,9940.0,0.2898275862068965,0.08068965517241379,16.10344827586207
2022-10-03,8812.0,0.2681896551724138,0.07724137931034483,15.586206896551724
2022-10-08,8714.0,0.24655172413793103,0.07379310344827586,15.068965517241379
2022-10-13,7610.0,0.22491379310344825,0.07034482758620689,14.551724137931036
2022-10-18,8840.0,0.2032758620689655,0.06689655172413793,14.03448275862069
2022-10-23,7646.0,0.18163793103448275,0.06344827586206897,13.517241379310345
2022-10-28,7512.0,0.16,0.06,13.0
2022-11-02,7886.0,0.16607142857142856,0.06,11.880952380952381
2022-11-07,7858.0,0.17214285714285715,0.06,10.761904761904763
2022-11-12,11920.0,0.17821428571428571,0.06,9.642857142857142
2022-11-17,14480.0,0.18428571428571427,0.06,8.523809523809524
2022-11-22,10168.0,0.19035714285714284,0.06,7.404761904761905
2022-11-27,12220.0,0.19642857142857142,0.06,6.285714285714286
2022-12-02,8810.0,0.20249999999999999,0.06,5.166666666666667
2022-12-07,7152.0,0.20857142857142857,0.06,4.0476190476190474
2022-12-12,8384.0,0.2016,0.057999999999999996,3.546666666666667
2022-12-17,9226.0,0.18593333333333334,0.05466666666666666,3.457777777777778
2022-12-22,7516.0,0.17026666666666668,0.05133333333333333,3.368888888888889
2022-12-27,7564.0,0.1546,0.048,3.28
2023-01-01,8274.0,0.13893333333333333,0.04466666666666667,3.1911111111111112
2023-01-06,7700.0,0.12326666666666666,0.04133333333333333,3.102222222222222
2023-01-11,7668.0,0.1076,0.038,3.013333333333333
2023-01-16,8508.0,0.09193333333333334,0.034666666666666665,2.924444444444444
2023-01-21,9278.0,0.07626666666666668,0.03133333333333334,2.8355555555555556
2023-01-26,8194.0,0.07041379310344828,0.03,2.882758620689655
2023-01-31,6884.0,0.07110344827586207,0.03,3.0206896551724136
2023-02-05,7086.0,0.07179310344827586,0.03,3.1586206896551725
2023-02-10,7840.0,0.07248275862068966,0.03,3.296551724137931
2023-02-15,9068.0,0.07317241379310345,0.03,3.43448275862069
2023-02-20,8814.0,0.07386206896551724,0.03,3.5724137931034483
2023-02-25,9340.0,0.07340740740740741,0.04111111111111111,4.118518518518519
2023-03-02,10058.0,0.07266666666666667,0.05500000000000001,4.766666666666667
2023-03-07,10938.0,0.07192592592592592,0.06888888888888889,5.4148148148148145
2023-03-12,13500.0,0.07118518518518518,0.08277777777777778,6.062962962962963
2023-03-17,14460.0,0.07044444444444445,0.09666666666666668,6.71111111111111
2023-03-22,15420.0,0.07457142857142858,0.1685714285714286,9.228571428571428
2023-03-27,22440.0,0.086,0.3275,14.55
2023-04-01,21680.0,0.09742857142857142,0.48642857142857143,19.871428571428574
2023-04-06,27160.0,0.141,0.48000000000000004,25.0
2023-04-11,39640.0,0.206,0.36333333333333334,30.0
2023-04-16,104660.0,0.27099999999999996,0.24666666666666665,35.0
2023-04-21,130200.0,0.29414285714285715,0.18285714285714286,35.0
2023-04-26,130200.0,0.2893809523809524,0.1542857142857143,31.666666666666668
2023-05-01,101340.0,0.2846190476190476,0.12571428571428572,28.333333333333336
2023-05-06,72180.0,0.27985714285714286,0.09714285714285716,25.0
2023-05-11,56900.0,0.2591428571428572,0.08095238095238096,26.0
2023-05-16,56020.0,0.21450000000000002,0.08333333333333334,33.5
2023-05-21,69440.0,0.16985714285714287,0.08571428571428572,41.0
2023-05-26,52880.0,0.16164285714285714,0.0880952380952381,41.642857142857146
2023-05-31,34180.0,0.1777142857142857,0.09047619047619047,37.714285714285715
2023-06-05,25980.0,0.19378571428571428,0.09285714285714286,33.785714285714285
2023-06-10,21140.0,0.20985714285714285,0.09523809523809525,29.857142857142858
2023-06-15,18280.0,0.22592857142857142,0.09761904761904762,25.92857142857143
2023-06-20,14180.0,0.242,0.1,22.0
2023-06-25,13540.0,0.2641428571428572,0.09285714285714286,23.428571428571427
2023-06-30,13360.0,0.2674615384615385,0.08888888888888889,21.923076923076923
2023-07-05,13380.0,0.25823076923076926,0.08703703703703704,18.46153846153846
2023-07-10,10426.0,0.249,0.08518518518518518,15.0
2023-07-15,9908.0,0.27864285714285714,0.08333333333333333,13.928571428571429
2023-07-20,9444.0,0.3082857142857143,0.08148148148148149,12.857142857142858
2023-07-25,9254.0,0.3316363636363637,0.08022727272727273,12.227272727272727
2023-07-30,10206.0,0.32981818181818184,0.08136363636363636,13.363636363636363
2023-08-04,7994.0,0.328,0.08249999999999999,14.5
2023-08-09,8064.0,0.3261818181818182,0.08363636363636363,15.636363636363637
2023-08-14,10000.0,0.32436363636363635,0.08477272727272726,16.772727272727273
2023-08-19,8744.0,0.31961904761904764,,16.80952380952381
2023-08-24,8112.0,0.31414285714285717,,16.571428571428573
2023-08-29,6842.0,0.3086666666666667,,16.333333333333332
2023-09-03,6932.0,0.3031904761904762,,16.095238095238095
2023-09-08,6092.0,0.2977142857142857,,15.857142857142858
2023-09-13,6926.0,0.29223809523809524,,15.619047619047619
2023-09-18,6450.0,0.2867619047619048,,15.380952380952381
2023-09-23,7112.0,0.2812857142857143,,15.142857142857142
2023-09-28,11460.0,0.27580952380952384,,14.904761904761905
2023-10-03,12420.0,0.2703333333333333,,14.666666666666668
2023-10-08,10382.0,0.26485714285714285,,14.428571428571429
2023-10-13,11702.0,0.2593809523809524,,14.19047619047619
