ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ActivityConductingOrganizationText,ActivityCommentText,SampleAquifer,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,ResultCommentText,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate
nwismn.01.02300069,Sample-Routine,Water,Surface Water,2022-12-09,11:30:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,ID-07554A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.06,mg/l as P,,Accepted,Actual,,,,,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2023-03-23,holding time exceededsee result laboratory comment,0.02,mg/l as P,
nwismn.01.02300069,Sample-Routine,Water,Surface Water,2022-12-09,11:30:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,ID-07554A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,Not Detected,Phosphorus,Dissolved,,,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2022-12-20,,0.02,mg/l as P,
nwismn.01.02300069,Sample-Routine,Water,Surface Water,2022-12-09,11:30:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,ID-07554A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.211,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2023-01-13,,0.03,mg/l,
nwismn.01.02300069,Sample-Routine,Water,Surface Water,2022-12-09,11:30:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,ID-07554A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Turbidity,Total,3.6,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2022-12-16,,2.0,NTRU,
nwismn.01.02300081,Sample-Routine,Water,Surface Water,2023-02-21,10:00:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,ID-07559A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.03,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2023-02-28,below the reporting level but at or above the detection level,0.02,mg/l as P,
nwismn.01.02300081,Sample-Routine,Water,Surface Water,2023-02-21,10:00:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,ID-07559A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.03,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2023-02-28,below the reporting level but at or above the detection level,0.02,mg/l as P,
nwismn.01.02300081,Sample-Routine,Water,Surface Water,2023-02-21,10:00:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,ID-07559A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.074,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2023-03-03,,0.03,mg/l,
nwismn.01.02300081,Sample-Routine,Water,Surface Water,2023-02-21,10:00:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,ID-07559A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Turbidity,Total,3.6,NTRU,,Accepted,Actual,,,,,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2023-03-10,holding time exceededsee result laboratory comment,2.0,NTRU,
nwismn.01.02300076,Sample-Routine,Water,Surface Water,2023-01-23,12:00:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,ID-07555A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.03,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2023-02-01,below the reporting level but at or above the detection level,0.02,mg/l as P,
nwismn.01.02300076,Sample-Routine,Water,Surface Water,2023-01-23,12:00:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,ID-07555A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,Not Detected,Phosphorus,Dissolved,,,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2023-02-13,,0.02,mg/l as P,
nwismn.01.02300076,Sample-Routine,Water,Surface Water,2023-01-23,12:00:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,ID-07555A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.07,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2023-02-10,,0.03,mg/l,
nwismn.01.02300076,Sample-Routine,Water,Surface Water,2023-01-23,12:00:00,CST,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,ID-07555A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Turbidity,Total,2.8,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2023-01-27,,2.0,NTRU,
nwismn.01.02300094,Sample-Routine,Water,Surface Water,2023-03-20,13:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,ID-07563A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.13,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2023-03-27,,0.02,mg/l as P,
nwismn.01.02300094,Sample-Routine,Water,Surface Water,2023-03-20,13:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,ID-07563A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.08,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2023-03-23,,0.02,mg/l as P,
nwismn.01.02300094,Sample-Routine,Water,Surface Water,2023-03-20,13:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,ID-07563A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.07,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2023-04-04,,0.03,mg/l,
nwismn.01.02300094,Sample-Routine,Water,Surface Water,2023-03-20,13:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,ID-07563A,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Turbidity,Total,7.1,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2023-03-24,value extrapolated at low end,2.0,NTRU,
nwismn.01.02300097,Sample-Routine,Water,Surface Water,2023-04-03,11:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.98,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2023-05-01,,0.02,mg/l as P,
nwismn.01.02300097,Sample-Routine,Water,Surface Water,2023-04-03,11:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.12,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2023-04-26,,0.02,mg/l as P,
nwismn.01.02300097,Sample-Routine,Water,Surface Water,2023-04-03,11:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.102,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2023-04-20,,0.03,mg/l,
nwismn.01.02300097,Sample-Routine,Water,Surface Water,2023-04-03,11:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Turbidity,Total,22.0,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2023-04-07,,2.0,NTRU,
nwismn.01.02300129,Sample-Routine,Water,Surface Water,2023-06-20,11:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.13,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2023-06-29,,0.02,mg/l as P,
nwismn.01.02300129,Sample-Routine,Water,Surface Water,2023-06-20,11:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.07,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2023-06-28,,0.02,mg/l as P,
nwismn.01.02300129,Sample-Routine,Water,Surface Water,2023-06-20,11:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.242,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2023-07-13,,0.03,mg/l,
nwismn.01.02300129,Sample-Routine,Water,Surface Water,2023-06-20,11:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Turbidity,Total,22.0,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2023-06-22,,2.0,NTRU,
nwismn.01.02300113,Quality Control Sample-Field Replicate,Water,Surface Water,2023-05-23,11:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.152,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2023-06-15,,0.03,mg/l,
nwismn.01.02300113,Quality Control Sample-Field Replicate,Water,Surface Water,2023-05-23,11:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Turbidity,Total,44.0,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2023-05-26,,2.0,NTRU,
nwismn.01.02300102,Sample-Routine,Water,Surface Water,2023-04-18,11:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.22,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2023-05-02,,0.02,mg/l as P,
nwismn.01.02300102,Sample-Routine,Water,Surface Water,2023-04-18,11:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.18,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2023-05-04,,0.02,mg/l as P,
nwismn.01.02300102,Sample-Routine,Water,Surface Water,2023-04-18,11:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.297,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2023-05-15,,0.03,mg/l,
nwismn.01.02300102,Sample-Routine,Water,Surface Water,2023-04-18,11:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Turbidity,Total,37.0,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2023-04-28,,2.0,NTRU,
nwismn.01.02300110,Quality Control Sample-Field Replicate,Water,Surface Water,2023-05-09,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.12,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2023-05-25,,0.02,mg/l as P,
nwismn.01.02300110,Quality Control Sample-Field Replicate,Water,Surface Water,2023-05-09,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.04,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2023-05-23,below the reporting level but at or above the detection level,0.02,mg/l as P,
nwismn.01.02300110,Quality Control Sample-Field Replicate,Water,Surface Water,2023-05-09,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.277,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2023-06-07,,0.03,mg/l,
nwismn.01.02300110,Quality Control Sample-Field Replicate,Water,Surface Water,2023-05-09,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Turbidity,Total,23.0,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2023-05-18,,2.0,NTRU,
nwismn.01.02300130,Sample-Routine,Water,Surface Water,2023-06-27,10:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.13,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2023-07-19,,0.02,mg/l as P,
nwismn.01.02300130,Sample-Routine,Water,Surface Water,2023-06-27,10:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.05,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2023-07-26,,0.02,mg/l as P,
nwismn.01.02300130,Sample-Routine,Water,Surface Water,2023-06-27,10:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.273,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2023-07-26,,0.03,mg/l,
nwismn.01.02300130,Sample-Routine,Water,Surface Water,2023-06-27,10:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Turbidity,Total,24.0,NTRU,,Accepted,Actual,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2023-06-29,,2.0,NTRU,
nwismn.01.02300173,Sample-Routine,Water,Surface Water,2023-08-15,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.11,mg/l as P,,Preliminary,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2023-08-25,,0.02,mg/l as P,
nwismn.01.02300173,Sample-Routine,Water,Surface Water,2023-08-15,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Dissolved,0.06,mg/l as P,,Preliminary,Actual,,,,,Hold time parameters were exceeded during the collection to analysis phase of sample processing.,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2023-09-26,holding time exceededsee result laboratory comment,0.02,mg/l as P,
nwismn.01.02300173,Sample-Routine,Water,Surface Water,2023-08-15,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.324,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2023-09-22,,0.03,mg/l,
nwismn.01.02300173,Sample-Routine,Water,Surface Water,2023-08-15,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Turbidity,Total,17.0,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2023-08-18,value extrapolated at low end,2.0,NTRU,
nwismn.01.02300131,Quality Control Sample-Field Replicate,Water,Surface Water,2023-07-10,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.249,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2023-08-04,,0.03,mg/l,
nwismn.01.02300131,Quality Control Sample-Field Replicate,Water,Surface Water,2023-07-10,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Turbidity,Total,15.0,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2023-07-13,value extrapolated at low end,2.0,NTRU,
nwismn.01.02300134,Quality Control Sample-Field Replicate,Water,Surface Water,2023-07-24,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Phosphorus,Total,0.08,mg/l as P,,Accepted,Actual,,,,,,,,,,KJ009,USGS,"Phosphorus, wu, microKJ ASF, H+",2023-08-09,,0.02,mg/l as P,
nwismn.01.02300134,Quality Control Sample-Field Replicate,Water,Surface Water,2023-07-24,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,Not Detected,Phosphorus,Dissolved,,,,Accepted,Actual,,,,,,,,,,KJ005,USGS,"P, wf, FCC, Kjeldahl, CF",2023-08-07,,0.02,mg/l as P,
nwismn.01.02300134,Quality Control Sample-Field Replicate,Water,Surface Water,2023-07-24,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.332,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2023-08-23,,0.03,mg/l,
nwismn.01.02300134,Quality Control Sample-Field Replicate,Water,Surface Water,2023-07-24,10:30:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Turbidity,Total,12.0,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2023-07-28,value extrapolated at low end,2.0,NTRU,
nwismn.01.02400006,Sample-Routine,Water,Surface Water,2023-10-17,11:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Nitrogen,Suspended,0.255,mg/l,,Accepted,Actual,,,,,,,,,,COMB7,USGS,"TPN, GF/F, combusion",2023-12-12,,0.03,mg/l,
nwismn.01.02400006,Sample-Routine,Water,Surface Water,2023-10-17,11:00:00,CDT,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,60,USGS parameter code 82398,Weighted bottle,US WBH-96 weighted-bottle sampler,,Turbidity,Total,14.0,NTRU,,Accepted,Estimated,,,,,,,,,,TS098,USGS,"HACH, sensor model 2100 AN, R-On",2023-10-27,value extrapolated at low end,2.0,NTRU,
